RANK,SX,CAT,LOC,Category,COLLEGE,PHASE
615332,F,SC,AP,NRI,"Apollo Institute of Medical Sciences and Research, Chittoor",P2
640727,M,OC,AP,NRI,"Apollo Institute of Medical Sciences and Research, Chittoor",P2
684143,F,OC,OTHERS,NRI,"Apollo Institute of Medical Sciences and Research, Chittoor",P2
699112,F,OC,OTHERS,NRI,"Apollo Institute of Medical Sciences and Research, Chittoor",P2
745922,M,SC,AP,NRI,"Apollo Institute of Medical Sciences and Research, Chittoor",P2
803952,M,OC,OTHERS,NRI,"Apollo Institute of Medical Sciences and Research, Chittoor",P2
855947,F,OC,OTHERS,NRI,"Apollo Institute of Medical Sciences and Research, Chittoor",P2
987700,F,BC-B,AP,NRI,"Apollo Institute of Medical Sciences and Research, Chittoor",P2
1209284,F,SC,OTHERS,NRI,"Apollo Institute of Medical Sciences and Research, Chittoor",P2
60407,M,OC,AP,B1,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
66163,M,OC,AP,B1,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
73562,F,OC,AP,B1,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
81825,M,OC,AP,B1,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
85822,F,OC,AP,B1,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
91454,F,OC,OTHERS,B1,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
92933,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
93061,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
100599,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
101287,M,OC,OTHERS,B1,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
105472,F,OC,AP,B1,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
115350,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
125006,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
126003,M,BC-B,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
127742,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
128451,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
128834,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
134125,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
134152,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
138526,F,BC-B,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
138751,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
138785,F,BC-D,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
143675,M,BC-D,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
147920,M,BC-D,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
149197,M,BC-A,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
150502,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
151124,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
154428,M,BC-B,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
157250,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
158915,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
160839,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
161064,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
165641,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
166388,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
167505,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
169077,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
170111,F,BC-B,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
171708,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
174866,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
175500,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
180074,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
183255,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
185081,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
185491,M,SC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
186842,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
188616,M,BC-B,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
190274,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
190838,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
190842,F,BC-A,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
192019,M,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
193176,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
194761,F,BC-C,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
196557,F,OC,AP,B2,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
238260,M,BC-A,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
275662,F,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
313065,F,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
321587,F,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
346084,M,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
359945,F,ST,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
405094,F,BC-B,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
416936,F,BC-B,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
454166,M,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
457129,F,SC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
484867,F,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
499085,F,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
505459,M,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
514608,F,BC-D,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
521574,F,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
557983,M,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
581942,M,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
609046,F,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
610039,F,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
622543,M,OC,OTHERS,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
809532,F,SC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
826126,M,OC,AP,NRI,"Dr. Pinnamaneni Siddhartha Institute of Medical Sciences, Gannavaram",P2
219386,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
261272,F,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
299692,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
319408,M,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
327698,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
332771,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
335330,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
338565,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
340556,M,BC-B,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
341724,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
342026,M,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
347267,F,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
347365,M,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
350665,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
351171,F,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
355645,M,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
361503,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
363777,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
364796,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
368255,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
368947,F,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
369891,M,OC,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
383036,F,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
383258,M,OC,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
384906,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
385221,F,OC,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
385547,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
388912,M,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
392899,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
394761,M,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
398798,M,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
400780,M,OC,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
407863,F,OC,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
410251,F,BC-E,OTHERS,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
412313,F,BC-E,AP,B1,"Fathima Institute of Medical Sciences, Kadapa",P2
1044800,M,BC-E,AP,NRI,"Fathima Institute of Medical Sciences, Kadapa",P2
129371,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
131695,F,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
131851,F,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
132584,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
133539,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
139089,F,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
139217,M,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
141295,F,BC-D,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
143978,M,BC-D,AP,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
148778,F,OC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
149505,F,OBC,OTHERS,B1,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
149703,F,BC-B,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
151474,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
167626,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
181755,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
185465,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
197351,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
212412,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
215644,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
215955,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
223766,F,BC-B,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
233044,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
239221,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
247570,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
256382,M,ST,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
264503,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
266666,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
266694,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
267068,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
267106,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
269069,M,BC-B,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
273116,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
273140,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
274575,M,ST,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
275161,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
276986,F,BC-E,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
278207,F,BC-B,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
279982,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
281682,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
281749,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
281780,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
281941,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
282057,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
282561,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
285398,M,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
286652,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
286662,F,ST,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
286967,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
288530,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
288727,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
289026,F,ST,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
289091,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
290386,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
290632,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
290639,F,ST,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
292813,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
292940,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
292991,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
293037,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
293901,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
294330,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
294455,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
296416,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
298097,F,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
299181,F,BC-A,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
299658,M,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
301286,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
302699,F,OC,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
302938,M,BC-D,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
303226,F,BC-B,AP,B2,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
428954,F,ST,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
450351,F,OC,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
467562,F,BC-D,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
487921,M,OC,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
499774,M,BC-D,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
527126,F,BC-A,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
539372,F,BC-B,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
543742,F,OC,OTHERS,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
588742,M,SC,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
827297,M,BC-A,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
831417,M,BC-B,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
834251,F,ST,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
905326,M,OC,OTHERS,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
1181269,F,BC-D,AP,NRI,"Gayatri Vidya Parishad Inst. of Health Care and Medical Technology, Visakhapatnam",P2
71837,F,OC,AP,,"Government Medical College, Eluru",P2
72459,M,OC,AP,,"Government Medical College, Eluru",P2
77922,F,OC,AP,,"Government Medical College, Eluru",P2
79512,F,OC,AP,,"Government Medical College, Eluru",P2
89442,F,BC-D,AP,,"Government Medical College, Eluru",P2
91093,M,OC,AP,,"Government Medical College, Eluru",P2
96168,M,OC,AP,,"Government Medical College, Eluru",P2
96233,F,OC,AP,,"Government Medical College, Eluru",P2
99042,M,OC,AP,,"Government Medical College, Eluru",P2
108170,F,BC-D,AP,,"Government Medical College, Eluru",P2
111507,M,BC-D,AP,,"Government Medical College, Eluru",P2
112090,M,OC,AP,,"Government Medical College, Eluru",P2
115858,M,OC,AP,,"Government Medical College, Eluru",P2
128116,F,BC-A,AP,,"Government Medical College, Eluru",P2
134777,F,BC-D,AP,,"Government Medical College, Eluru",P2
142354,F,OC,AP,,"Government Medical College, Eluru",P2
144071,F,BC-B,AP,,"Government Medical College, Eluru",P2
145522,F,OC,AP,,"Government Medical College, Eluru",P2
146446,M,BC-D,AP,,"Government Medical College, Eluru",P2
151896,F,OC,AP,,"Government Medical College, Eluru",P2
161819,F,OC,AP,,"Government Medical College, Eluru",P2
162974,M,OC,AP,,"Government Medical College, Eluru",P2
165273,M,BC-A,AP,,"Government Medical College, Eluru",P2
168728,M,OC,AP,,"Government Medical College, Eluru",P2
169301,F,OC,AP,,"Government Medical College, Eluru",P2
172131,M,BC-D,AP,,"Government Medical College, Eluru",P2
175056,M,OC,AP,,"Government Medical College, Eluru",P2
175583,M,SC,AP,,"Government Medical College, Eluru",P2
178896,M,OC,AP,,"Government Medical College, Eluru",P2
179157,F,SC,AP,,"Government Medical College, Eluru",P2
183323,F,BC-D,AP,,"Government Medical College, Eluru",P2
187815,F,BC-E,AP,,"Government Medical College, Eluru",P2
188097,F,SC,AP,,"Government Medical College, Eluru",P2
189635,F,OC,AP,,"Government Medical College, Eluru",P2
200660,F,OC,AP,,"Government Medical College, Eluru",P2
205454,F,BC-A,AP,,"Government Medical College, Eluru",P2
207259,M,BC-A,AP,,"Government Medical College, Eluru",P2
207703,M,OC,AP,,"Government Medical College, Eluru",P2
210764,M,OC,AP,,"Government Medical College, Eluru",P2
211112,F,SC,AP,,"Government Medical College, Eluru",P2
211439,M,BC-D,AP,,"Government Medical College, Eluru",P2
212639,F,BC-B,AP,,"Government Medical College, Eluru",P2
212776,M,BC-A,AP,,"Government Medical College, Eluru",P2
212847,M,OC,AP,,"Government Medical College, Eluru",P2
214189,F,BC-D,AP,,"Government Medical College, Eluru",P2
416567,M,BC-B,AP,NRI,"Government Medical College, Eluru",P2
421511,M,OC,AP,NRI,"Government Medical College, Eluru",P2
470733,F,OC,AP,NRI,"Government Medical College, Eluru",P2
613943,M,OC,AP,NRI,"Government Medical College, Eluru",P2
687963,M,SC,AP,NRI,"Government Medical College, Eluru",P2
732014,M,BC-E,AP,NRI,"Government Medical College, Eluru",P2
1008895,F,OC,AP,NRI,"Government Medical College, Eluru",P2
79027,F,OC,AP,,"Government Medical College, Machilipatnam",P2
95466,M,OC,AP,,"Government Medical College, Machilipatnam",P2
97715,M,OC,AP,,"Government Medical College, Machilipatnam",P2
110211,M,OC,AP,,"Government Medical College, Machilipatnam",P2
118724,F,OC,AP,,"Government Medical College, Machilipatnam",P2
122114,F,OC,AP,,"Government Medical College, Machilipatnam",P2
122925,F,BC-C,AP,,"Government Medical College, Machilipatnam",P2
154019,F,OC,AP,,"Government Medical College, Machilipatnam",P2
159363,F,BC-B,AP,,"Government Medical College, Machilipatnam",P2
162906,M,BC-B,AP,,"Government Medical College, Machilipatnam",P2
176387,F,OC,AP,,"Government Medical College, Machilipatnam",P2
179629,F,OC,AP,,"Government Medical College, Machilipatnam",P2
180393,F,BC-A,AP,,"Government Medical College, Machilipatnam",P2
183259,F,BC-B,AP,,"Government Medical College, Machilipatnam",P2
188387,F,BC-A,AP,,"Government Medical College, Machilipatnam",P2
189264,F,OC,AP,,"Government Medical College, Machilipatnam",P2
190863,F,BC-D,AP,,"Government Medical College, Machilipatnam",P2
197572,F,OC,AP,,"Government Medical College, Machilipatnam",P2
200049,F,SC,AP,,"Government Medical College, Machilipatnam",P2
201253,F,BC-A,AP,,"Government Medical College, Machilipatnam",P2
205648,F,OC,AP,,"Government Medical College, Machilipatnam",P2
208251,F,BC-E,AP,,"Government Medical College, Machilipatnam",P2
208630,F,BC-B,AP,,"Government Medical College, Machilipatnam",P2
208725,M,BC-A,AP,,"Government Medical College, Machilipatnam",P2
211450,M,BC-A,AP,,"Government Medical College, Machilipatnam",P2
212344,M,BC-D,AP,,"Government Medical College, Machilipatnam",P2
215233,M,BC-D,AP,,"Government Medical College, Machilipatnam",P2
215313,F,SC,AP,,"Government Medical College, Machilipatnam",P2
215556,M,OC,AP,,"Government Medical College, Machilipatnam",P2
216426,F,SC,AP,,"Government Medical College, Machilipatnam",P2
216787,M,OC,AP,,"Government Medical College, Machilipatnam",P2
216794,M,BC-C,AP,,"Government Medical College, Machilipatnam",P2
216801,M,BC-A,AP,,"Government Medical College, Machilipatnam",P2
216815,F,OC,AP,,"Government Medical College, Machilipatnam",P2
217014,F,BC-A,AP,,"Government Medical College, Machilipatnam",P2
217948,M,OC,AP,,"Government Medical College, Machilipatnam",P2
219760,F,SC,AP,,"Government Medical College, Machilipatnam",P2
219903,F,BC-B,AP,,"Government Medical College, Machilipatnam",P2
221301,F,OC,AP,,"Government Medical College, Machilipatnam",P2
221317,M,BC-B,AP,,"Government Medical College, Machilipatnam",P2
222452,M,BC-D,AP,,"Government Medical College, Machilipatnam",P2
223102,F,SC,AP,,"Government Medical College, Machilipatnam",P2
224966,F,OC,AP,,"Government Medical College, Machilipatnam",P2
225664,F,OC,AP,,"Government Medical College, Machilipatnam",P2
