COLLEGE,RANK,LOC,CAT,SX,MINOR,NRI,ACDS,EWS,PHASE
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",358845,OU,OC,F,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",359126,OU,OC,F,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",360205,OU,ST,F,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",360702,OU,ST,M,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",362413,OU,BCB,F,,,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",417574,AU,OC,M,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",468004,SVU,BCB,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",502034,OU,BCD,M,,NRI,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",508577,SVU,OC,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",542434,OU,OC,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",551500,OU,BCD,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",574822,OU,BCD,M,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",586072,OU,OC,M,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",600328,OU,OC,M,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",645344,OU,BCB,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",654477,OU,OC,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",670928,OU,BCB,F,,NRI,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",674850,OU,OC,M,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",675046,OU,BCB,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",675816,OU,BCE,M,MSM,NRI,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",716743,OU,BCD,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",742429,OU,BCD,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",743917,OU,OC,M,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",757986,NL,OC,F,,NRI,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",769634,OU,OC,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",790002,SVU,BCD,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",794214,OU,OC,F,,NRI,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",853536,OU,BCB,M,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",910305,OU,OC,F,,NRI,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",945153,OU,OC,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",947996,OU,OC,M,,NRI,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",970884,NL,BCB,M,,NRI,,,P1
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",992108,OU,OC,M,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1048373,OU,BCA,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1084105,OU,SC,M,,NRI,,,P2
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1113401,OU,BCB,F,,NRI,,,P3
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1208966,OU,BCB,F,,NRI,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",100940,NL,OC,F,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",104782,NL,OC,F,MSM,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",106055,NL,OC,M,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",106789,NL,OC,F,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",107189,NL,OC,M,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",112734,NL,OC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",124798,SVU,OC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",129946,NL,OC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",210538,OU,OC,F,,NRI,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",213241,OU,OC,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",235338,OU,OC,M,,,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",240701,OU,BCD,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",248590,OU,BCD,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",259913,OU,SC,F,,,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",273707,NL,OC,F,,NRI,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",276221,OU,BCA,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",278287,OU,BCB,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",299510,OU,SC,F,,,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",331280,OU,BCD,F,,,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",349669,NL,OC,M,MSM,NRI,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",362059,OU,BCE,F,MSM,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",372627,OU,OC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",378837,OU,BCA,F,,,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",380618,OU,BCB,F,,NRI,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",383324,OU,BCD,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",385264,OU,OC,F,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",388789,OU,BCB,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",393359,OU,BCB,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",394017,OU,BCA,M,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",398417,OU,OC,F,,NRI,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",398481,OU,BCB,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",398684,OU,BCB,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",398693,OU,BCD,F,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",401149,OU,OC,M,,,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",401881,OU,SC,F,,,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",407610,OU,BCD,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",407987,OU,OC,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",410331,OU,BCA,F,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",416865,AU,BCD,M,,NRI,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",419435,OU,OC,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",420477,OU,SC,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",422844,OU,OC,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",423052,OU,OC,M,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",423948,OU,SC,F,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",426374,OU,ST,M,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",428433,OU,BCA,F,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",428783,OU,BCD,F,,NRI,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",431242,OU,BCD,M,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",431380,OU,OC,F,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",436542,OU,BCD,F,,,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",445750,OU,OC,M,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",455425,OU,SC,M,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",459430,OU,BCB,M,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",463465,OU,OC,M,,NRI,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",463600,OU,BCB,M,,,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",498290,NL,OC,M,,NRI,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",502055,AU,OC,F,,NRI,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",510797,OU,OC,M,MSM,NRI,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",598922,NL,OC,M,MSM,NRI,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",600831,SVU,OC,F,,NRI,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",607856,OU,OC,F,,NRI,,,P1
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",660674,OU,OC,M,,NRI,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",681936,SVU,OC,F,,NRI,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",772077,NL,OC,M,,NRI,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",811625,OU,BCB,M,,NRI,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",912343,SVU,OC,F,,NRI,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",926581,OU,BCD,M,,NRI,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",929029,OU,OC,F,,NRI,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",1020612,OU,ST,F,,NRI,,,P3
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",1046980,SVU,SC,M,,NRI,,,P2
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",1183112,OU,BCB,M,,NRI,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",71114,SVU,OC,F,,,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",91286,NL,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",93025,NL,OC,F,,,,,P3
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",99222,NL,OC,M,,,,,P3
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",99387,NL,OC,F,,,,,P3
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",100501,NL,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",103591,NL,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",105346,NL,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",176696,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",190669,OU,BCB,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",191972,OU,OC,F,MSM,,,,P3
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",192068,,BCB,F,,,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",192143,OU,BCB,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",203256,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",204356,OU,BCE,M,MSM,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",209758,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",212700,OU,BCB,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",213969,OU,OC,F,MSM,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",216911,OU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",217419,OU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",218168,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",219914,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",220468,OU,BCB,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",221123,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",221252,OU,BCD,F,,,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",222601,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",224578,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",226713,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",226966,OU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",228464,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",231077,OU,BCB,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",231580,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",232074,OU,BCD,M,,,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",236132,OU,OC,F,,,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",240320,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",242318,OU,ST,F,,,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",242397,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",242847,OU,OC,F,,,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",245065,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",249027,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",250033,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",251916,OU,OC,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",253505,OU,BCB,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",256378,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",256448,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",256661,OU,OC,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",258024,OU,BCD,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",258070,OU,BCD,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",258261,OU,BCB,M,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",259699,OU,BCB,F,,,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",259734,OU,BCB,M,,,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",261289,OU,BCA,F,,,,,P3
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",443771,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",552086,OU,BCB,F,,NRI,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",642434,OU,OC,F,,NRI,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",658444,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",671054,OU,SC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",689655,OU,BCE,F,MSM,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",700185,OU,ST,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",720548,OU,SC,M,,NRI,,,P2
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",766443,OU,ST,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",769262,NL,OC,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",778117,OU,OC,F,,NRI,,,P3
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",809165,OU,BCA,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",813202,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",822563,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",829941,OU,OC,M,MSM,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",833776,OU,OC,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",881209,OU,BCD,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",999779,OU,OC,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1002846,OU,BCB,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1030911,OU,BCD,F,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1103888,OU,ST,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1110548,OU,ST,M,,NRI,,,P1
"S.V.S. MEDICAL COLLEGE, MAHABUBNAGAR",1139706,OU,BCA,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",92192,NL,OC,F,,,,,P2
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",94634,NL,OC,M,,,,,P2
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",96163,NL,OC,M,,,,,P2
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",111115,NL,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",113923,NL,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",114887,NL,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",121560,NL,OC,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",121761,NL,OC,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",228723,OU,OC,M,MSM,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",272995,OU,BCB,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",281817,OU,BCB,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",289020,OU,BCD,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",339268,OU,OC,F,,NRI,,,P2
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",349629,OU,OC,M,,,,,P2
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",351512,OU,BCD,F,,,,,P2
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",358630,OU,OC,F,,NRI,,,P2
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",370362,OU,BCD,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",387681,OU,BCD,F,,,,,P2
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",395137,OU,BCA,F,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",396447,OU,OC,F,,NRI,,,P2
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",397602,OU,BCB,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",398499,OU,BCD,F,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",398793,OU,SC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",399080,OU,BCB,M,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",407891,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",408673,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",410354,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",414892,OU,BCD,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",418209,OU,BCB,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",419531,OU,BCD,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",419680,OU,ST,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",422623,OU,BCD,F,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",422719,OU,OC,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",430718,OU,BCA,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",432224,OU,BCD,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",432700,OU,ST,F,,NRI,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",435672,OU,OC,F,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",435797,OU,BCB,F,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",435828,OU,BCD,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",436536,OU,OC,F,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",438133,OU,OC,F,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",439187,OU,OC,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",439262,OU,BCA,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",439392,OU,OC,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",440825,OU,BCA,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",440959,OU,OC,F,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",441550,OU,BCB,M,,,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",447977,OU,OC,F,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",449479,OU,BCD,M,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",451156,OU,OC,F,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",453222,OU,OC,F,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",453485,OU,BCD,M,,,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",531317,NL,OC,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",542786,OU,OC,M,,NRI,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",639047,NL,OC,F,,NRI,,,P2
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",642694,NL,SC,M,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",646921,OU,BCE,M,MSM,NRI,,,P3
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",661202,NL,OC,M,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",677911,NL,OC,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",705387,NL,OC,F,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",818337,NL,OC,M,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",897145,NL,OC,M,,NRI,,,P1
"MAHESHWARA MEDICAL COLLEGE, PATANCHERU, MEDAK",912060,OU,OC,M,,NRI,,,P1
