COLLEGE,RANK,LOC,CAT,SX,MINOR,NRI,ACDS,PHASE,Category
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",726416,OU,BCB,M,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",739035,OU,BCB,M,NO,NRI,NO,P3,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",743545,OU,BCB,F,NO,NRI,NO,P3,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",750155,OU,BCA,F,NO,NRI,NO,P2,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",764592,OU,OC,M,NO,NRI,NO,P3,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",794292,OU,BCE,F,MSM,NRI,NO,P2,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",803788,OU,BCB,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",817121,OU,BCB,F,NO,NRI,NO,P2,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",821241,OU,BCB,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",871734,OU,BCB,F,NO,NRI,NO,P2,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",896902,OU,OC,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",897064,OU,SC,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",925551,OU,BCA,F,NO,NRI,NO,P2,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",963315,OU,SC,F,NO,NRI,NO,P3,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",976574,OU,OC,F,NO,NRI,NO,P3,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1017630,OU,BCB,F,NO,NRI,NO,P2,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1023088,OU,BCA,F,NO,NRI,NO,P2,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1068512,OU,BCD,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1108315,OU,BCB,F,NO,NRI,NO,P1,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1148687,OU,BCD,F,NO,NRI,NO,P2,C
"C ANANDA RAO IINSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1184384,OU,BCB,M,NO,NRI,NO,P2,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",93189,NL,OC,M,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",93264,NL,OC,F,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",94217,NL,OC,M,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",105181,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",105265,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",106563,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",107291,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",107596,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",107778,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",110252,NL,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",111981,NL,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",113351,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",113544,NL,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",214609,OU,OC,M,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",222741,OU,OC,F,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",232912,OU,BCB,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",248806,OU,BCB,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",248976,OU,OC,M,MSM,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",249211,OU,BCB,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",254942,OU,BCB,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",274797,OU,BCE,M,MSM,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",288722,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",289272,OU,BCE,F,MSM,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292024,OU,OC,F,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292107,OU,SC,F,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",292194,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",301299,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",306582,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",306616,OU,ST,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",307960,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",310177,OU,OC,F,NO,NRI,NO,P1,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",310258,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",314491,OU,OC,M,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",315284,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",318359,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",318927,OU,BCA,F,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",320209,OU,OC,M,NO,NRI,NO,P2,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",320417,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",324219,OU,SC,M,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",324382,OU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",324675,OU,SC,M,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",325522,OU,OC,M,MSM,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",327569,OU,BCA,M,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",329405,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",329452,OU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",332183,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",332666,OU,ST,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",334515,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",334787,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",335435,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",337583,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",337590,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",338074,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",338747,OU,OC,F,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",340393,OU,BCB,F,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",341034,OU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",341526,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",341582,OU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",343245,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",343826,OU,OC,F,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",344062,OU,OC,M,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",344222,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",345254,OU,OC,F,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",345414,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",346253,OU,BCA,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",346396,OU,BCD,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347099,OU,OC,M,NO,NO,NO,P2,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347259,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347317,OU,BCD,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347358,OU,OC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347473,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",347527,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",349231,OU,BCA,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",350070,OU,SC,M,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",351073,OU,BCA,F,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",351868,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",352145,OU,OC,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",353561,OU,BCD,F,NO,NRI,NO,P1,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",353568,OU,BCB,F,NO,NO,NO,P1,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",355365,OU,SC,F,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",358329,OU,OC,F,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",358515,OU,OC,F,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",358845,OU,OC,F,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",359126,OU,OC,F,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",360205,OU,ST,F,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",360702,OU,ST,M,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",362413,OU,BCB,F,NO,NO,NO,P3,B
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",417574,AU,OC,M,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",468004,SVU,BCB,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",502034,OU,BCD,M,NO,NRI,NO,P2,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",508577,SVU,OC,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",542434,OU,OC,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",551500,OU,BCD,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",574822,OU,BCD,M,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",586072,OU,OC,M,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",600328,OU,OC,M,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",645344,OU,BCB,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",654477,OU,OC,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",670928,OU,BCB,F,NO,NRI,NO,P2,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",674850,OU,OC,M,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",675046,OU,BCB,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",675816,OU,BCE,M,MSM,NRI,NO,P1,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",716743,OU,BCD,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",742429,OU,BCD,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",743917,OU,OC,M,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",757986,NL,OC,F,NO,NRI,NO,P1,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",769634,OU,OC,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",790002,SVU,BCD,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",794214,OU,OC,F,NO,NRI,NO,P2,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",853536,OU,BCB,M,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",910305,OU,OC,F,NO,NRI,NO,P1,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",945153,OU,OC,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",947996,OU,OC,M,NO,NRI,NO,P1,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",970884,NL,BCB,M,NO,NRI,NO,P1,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",992108,OU,OC,M,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1048373,OU,BCA,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1084105,OU,SC,M,NO,NRI,NO,P2,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1113401,OU,BCB,F,NO,NRI,NO,P3,C
"PRATHIMA INSTITUTE OF MEDICAL SCIENCES, KARIMNAGAR",1208966,OU,BCB,F,NO,NRI,NO,P1,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",100940,NL,OC,F,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",104782,NL,OC,F,MSM,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",106055,NL,OC,M,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",106789,NL,OC,F,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",107189,NL,OC,M,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",112734,NL,OC,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",124798,SVU,OC,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",129946,NL,OC,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",210538,OU,OC,F,NO,NRI,NO,P2,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",213241,OU,OC,M,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",235338,OU,OC,M,NO,NO,NO,P2,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",240701,OU,BCD,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",248590,OU,BCD,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",259913,OU,SC,F,NO,NO,NO,P2,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",273707,NL,OC,F,NO,NRI,NO,P2,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",276221,OU,BCA,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",278287,OU,BCB,M,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",299510,OU,SC,F,NO,NO,NO,P2,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",331280,OU,BCD,F,NO,NO,NO,P2,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",349669,NL,OC,M,MSM,NRI,NO,P2,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",362059,OU,BCE,F,MSM,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",372627,OU,OC,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",378837,OU,BCA,F,NO,NO,NO,P2,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",380618,OU,BCB,F,NO,NRI,NO,P3,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",383324,OU,BCD,M,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",385264,OU,OC,F,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",388789,OU,BCB,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",393359,OU,BCB,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",394017,OU,BCA,M,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",398417,OU,OC,F,NO,NRI,NO,P2,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",398481,OU,BCB,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",398684,OU,BCB,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",398693,OU,BCD,F,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",401149,OU,OC,M,NO,NO,NO,P2,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",401881,OU,SC,F,NO,NO,NO,P2,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",407610,OU,BCD,M,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",407987,OU,OC,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",410331,OU,BCA,F,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",416865,AU,BCD,M,NO,NRI,NO,P3,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",419435,OU,OC,M,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",420477,OU,SC,M,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",422844,OU,OC,M,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",423052,OU,OC,M,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",423948,OU,SC,F,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",426374,OU,ST,M,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",428433,OU,BCA,F,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",428783,OU,BCD,F,NO,NRI,NO,P1,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",431242,OU,BCD,M,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",431380,OU,OC,F,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",436542,OU,BCD,F,NO,NO,NO,P1,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",445750,OU,OC,M,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",455425,OU,SC,M,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",459430,OU,BCB,M,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",463465,OU,OC,M,NO,NRI,NO,P3,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",463600,OU,BCB,M,NO,NO,NO,P3,B
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",498290,NL,OC,M,NO,NRI,NO,P2,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",502055,AU,OC,F,NO,NRI,NO,P2,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",510797,OU,OC,M,MSM,NRI,NO,P1,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",598922,NL,OC,M,MSM,NRI,NO,P2,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",600831,SVU,OC,F,NO,NRI,NO,P3,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",607856,OU,OC,F,NO,NRI,NO,P1,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",660674,OU,OC,M,NO,NRI,NO,P2,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",681936,SVU,OC,F,NO,NRI,NO,P3,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",772077,NL,OC,M,NO,NRI,NO,P2,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",811625,OU,BCB,M,NO,NRI,NO,P3,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",912343,SVU,OC,F,NO,NRI,NO,P3,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",926581,OU,BCD,M,NO,NRI,NO,P3,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",929029,OU,OC,F,NO,NRI,NO,P2,C
"PRATIMA RELIEF INSTITUTE OF MEDICAL SCIENCES, WARANGAL",1020612,OU,ST,F,NO,NRI,NO,P3,C
