COLLEGE,RANK,LOC,CAT,SX,EWS,PHASE
"GOVT MEDICAL COLLEGE, JANGAON",134340,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",135329,OU,BCE,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",136267,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",136275,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",140594,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, JANGAON",140727,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, JANGAON",141161,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",141328,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",141487,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",141952,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, JANGAON",142441,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",143429,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",144067,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",145321,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",145507,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",145540,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",146060,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",147114,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",147519,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",147538,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",147552,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",147659,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",148541,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",150090,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",150219,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",152128,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",152146,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",152188,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",152377,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",152526,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",153343,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",153376,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",153438,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",153473,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",153637,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",154454,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",158188,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",166303,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",166696,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",167574,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",178952,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",178968,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",180022,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",180025,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",198763,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",184232,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",186741,OU,BCA,M,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",187448,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",187987,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",187993,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",190600,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",191584,OU,BCA,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",191811,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",193394,OU,SC,M,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",195847,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",197225,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",198603,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",200288,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",201215,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",202663,OU,BCA,F,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",203160,OU,BCA,M,NO,P1
"GOVT MEDICAL COLLEGE, JANGAON",204190,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",205616,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",206835,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",206860,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",209924,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",211175,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, JANGAON",224408,OU,BCC,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",115896,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",117272,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",126745,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",127953,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",128410,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",128912,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",144112,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",144150,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",144163,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",146453,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",146497,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",146578,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",146654,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",146796,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",146847,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",147049,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",147482,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",147594,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",147844,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",147995,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",148261,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",148692,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",148696,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",148844,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",151716,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",153283,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",153321,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",154007,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",154511,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",154564,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",154696,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",154717,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",154771,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",155610,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",155656,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",156001,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",156182,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",158052,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",158070,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",158310,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",158497,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",159249,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",159367,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",160711,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",160811,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",161025,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",161657,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",161831,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",162792,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",164236,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",167588,OU,BCE,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",178923,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",183053,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",188003,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",190564,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",197178,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",197269,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",198545,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",199379,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",199853,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",200079,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",201518,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",206837,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",206927,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",208424,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",209854,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",210685,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",211038,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",211114,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",211140,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",213050,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",213820,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",214136,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",215358,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",216731,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",218098,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",218348,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",218870,OU,BCB,M,NO,P1
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",219491,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",221145,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",225641,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",225687,OU,BCA,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",225728,OU,BCA,M,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",227420,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, JAYASHANKAR BHUPALPALLY",229869,OU,BCC,F,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",97680,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",103407,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",103883,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",106197,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",112192,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",113117,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",113449,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",115174,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",118561,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",120570,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",121552,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",122785,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",123784,OU,BCE,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",124101,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",125837,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",126259,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",126837,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",128947,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",128999,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",129391,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",130153,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",131003,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",131102,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",132047,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",133092,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",134476,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",134491,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",138673,OU,BCE,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",138758,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",144421,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",144429,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",144577,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",145789,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",146462,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",146752,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",146998,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",147804,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",148556,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",148567,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",148615,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",148649,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",148886,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",149296,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",149320,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",149812,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",149822,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",150160,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",150968,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",151160,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",151225,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",151368,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",151599,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",152115,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",152125,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",153268,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",153314,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",153542,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",165257,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",178951,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",182905,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",186949,OU,SC,M,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",187941,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",188246,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",188649,OU,ST,M,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",192418,OU,ST,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",194497,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",194591,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",194698,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",195002,OU,SC,M,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",197363,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",197840,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",198586,OU,ST,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",201789,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",202782,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",205484,OU,SC,F,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",205569,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",207387,OU,BCA,F,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",208399,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",208917,OU,SC,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",209719,OU,SC,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",209747,OU,BCC,F,NO,P1
"GOVT MEDICAL COLLEGE, KAMAREDDY",212424,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",220108,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",220985,OU,BCA,M,NO,P2
"GOVT MEDICAL COLLEGE, KAMAREDDY",295650,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",79397,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",85087,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",87043,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",87819,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",87937,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",89381,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",93567,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",94646,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",96586,OU,BCE,M,NO,P1
"GOVT MEDICAL COLLEGE, KARIMNAGAR",96731,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",96829,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",97790,OU,BCD,M,NO,P1
"GOVT MEDICAL COLLEGE, KARIMNAGAR",98722,OU,BCD,F,NO,P1
"GOVT MEDICAL COLLEGE, KARIMNAGAR",98952,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",99050,OU,BCE,F,NO,P1
"GOVT MEDICAL COLLEGE, KARIMNAGAR",99664,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",100485,OU,BCB,M,NO,P1
"GOVT MEDICAL COLLEGE, KARIMNAGAR",101663,OU,BCE,M,NO,P1
"GOVT MEDICAL COLLEGE, KARIMNAGAR",102376,OU,BCB,M,NO,P1
"GOVT MEDICAL COLLEGE, KARIMNAGAR",103288,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",105535,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",105592,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",106254,OU,OC,M,EWS,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",106625,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",108199,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",109356,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",110509,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",115061,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",115255,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",117276,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",117438,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",118526,OU,OC,F,EWS,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",119369,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",120565,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",122526,OU,OC,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",122577,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",123555,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",123609,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",123759,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",123783,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",124690,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",124714,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",124771,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",125419,OU,OC,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",125958,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",125988,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",126007,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",127761,OU,BCD,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",127768,OU,BCD,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",127822,OU,BCB,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",128511,OU,BCB,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",131204,OU,BCE,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",136171,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",139327,OU,BCE,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",139859,OU,BCE,M,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",149416,OU,ST,F,NO,P1
"GOVT MEDICAL COLLEGE, KARIMNAGAR",149766,OU,BCA,F,NO,P2
"GOVT MEDICAL COLLEGE, KARIMNAGAR",150880,OU,ST,M,NO,P2
