RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,COLLEGE,EWS
19928,1206110092,616,F,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
20004,1205100105,616,M,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
20408,1224010146,615,F,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
20428,1205110056,615,M,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
21166,1220040252,614,F,BCB,AU,P1,"Andhra Medical College, Visakhapatnam",NO
21198,1228040041,614,F,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
21202,1205150059,614,M,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
21517,1206100387,613,M,BCB,AU,P1,"Andhra Medical College, Visakhapatnam",NO
21672,1206020277,613,F,BCA,AU,P1,"Andhra Medical College, Visakhapatnam",NO
21968,1208020138,612,M,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
22044,1206100401,612,F,BCE,AU,P1,"Andhra Medical College, Visakhapatnam",NO
22113,1205160455,612,M,BCB,AU,P1,"Andhra Medical College, Visakhapatnam",NO
22204,1205200444,612,M,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
22224,1205020309,612,M,BCA,AU,P1,"Andhra Medical College, Visakhapatnam",NO
22315,1224010129,612,M,BCB,AU,P1,"Andhra Medical College, Visakhapatnam",NO
22371,1224020502,612,F,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
22974,1224010398,611,M,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
23869,1228020119,609,F,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
24334,1224060004,608,F,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
24384,1224010208,608,F,OC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
26688,1206020267,604,F,BCA,AU,P1,"Andhra Medical College, Visakhapatnam",NO
27058,4203020332,603,M,BCE,AU,P1,"Andhra Medical College, Visakhapatnam",NO
27077,1206010782,603,F,BCA,AU,P1,"Andhra Medical College, Visakhapatnam",NO
29393,1206150074,599,F,BCA,AU,P1,"Andhra Medical College, Visakhapatnam",NO
30472,1206040067,597,M,BCA,AU,P1,"Andhra Medical College, Visakhapatnam",NO
30641,1206090030,597,F,BCA,AU,P1,"Andhra Medical College, Visakhapatnam",NO
31456,1229060233,596,F,BCA,AU,P1,"Andhra Medical College, Visakhapatnam",NO
34134,1205010567,591,F,BCC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
34263,1220020002,591,F,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
35345,4204050208,590,M,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
35536,1224050252,589,F,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
40152,1228010126,582,M,BCE,AU,P1,"Andhra Medical College, Visakhapatnam",NO
42605,1213011026,579,M,BCE,AU,P1,"Andhra Medical College, Visakhapatnam",NO
44218,1205020030,576,M,BCE,AU,P1,"Andhra Medical College, Visakhapatnam",NO
45168,1202010837,575,M,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
47670,1228040166,571,M,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
55640,1206010571,561,F,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
57331,1222020339,559,F,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
58176,1228010375,557,F,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
58178,1205110070,557,F,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
60584,1222030036,554,F,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
61359,1205160283,553,F,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
61665,1206100217,553,M,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
62361,1206020278,552,F,BCE,AU,P1,"Andhra Medical College, Visakhapatnam",NO
62861,1205060523,551,M,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
63273,1205230125,551,F,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
63703,1206010022,550,M,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
63741,1222010599,550,M,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
64312,1201010336,550,M,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
64770,1228010096,549,M,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
65283,1201050181,548,M,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
65337,1209010472,548,M,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
65652,1205060600,548,F,BCE,AU,P1,"Andhra Medical College, Visakhapatnam",NO
65824,1224010366,548,F,SC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
66827,1229030079,546,F,SC,AU,P1,"Andhra Medical College, Visakhapatnam",NO
67614,1206140151,545,F,SC,AU,P2,"Andhra Medical College, Visakhapatnam",NO
67689,1205180122,545,F,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
72851,1205200230,539,F,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
73497,1222010753,538,F,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
82234,1205200395,528,F,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
85559,1205160166,525,M,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
88385,1224020096,521,F,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
92012,1205210204,517,M,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
97505,1205270100,512,M,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
103283,1206050055,505,M,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
111053,1229050099,497,F,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
113433,3115110332,495,M,ST,AU,P1,"Andhra Medical College, Visakhapatnam",NO
118377,1205240263,490,M,ST,AU,P2,"Andhra Medical College, Visakhapatnam",NO
6852,1201080199,650,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
10529,1201100035,638,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
11568,1201020210,635,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
11866,1201020275,635,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
11875,1205060005,635,M,OC,SVU,P2,"Guntur Medical College, Guntur",NO
11899,1201060062,635,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
13128,1201080216,631,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
13571,1205250143,630,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
13614,1205170203,630,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
13691,1201100052,630,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
14636,1201060296,628,M,BCB,AU,P2,"Guntur Medical College, Guntur",NO
14690,1205020293,628,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
14903,1228020209,627,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
14930,1205010860,627,M,OC,SVU,P2,"Guntur Medical College, Guntur",NO
15039,1201020460,627,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
15055,1201020074,627,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
15291,1204040594,626,M,BCD,SVU,P2,"Guntur Medical College, Guntur",NO
15318,1206050184,626,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
15849,1205020771,625,F,BCD,AU,P2,"Guntur Medical College, Guntur",NO
16026,1201030231,625,F,OC,AU,P1,"Guntur Medical College, Guntur",NO
16298,1205030805,625,M,OC,AU,P1,"Guntur Medical College, Guntur",NO
16700,1205180395,623,F,OC,AU,P1,"Guntur Medical College, Guntur",NO
16809,3905090129,623,F,BCA,APNL,P1,"Guntur Medical College, Guntur",NO
17163,1201050199,622,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
17318,1201030361,622,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
17560,1205030048,621,F,BCB,SVU,P1,"Guntur Medical College, Guntur",NO
18014,1205040368,621,M,OC,AU,P1,"Guntur Medical College, Guntur",NO
18056,1201030375,620,M,OC,AU,P1,"Guntur Medical College, Guntur",NO
18231,1205150237,620,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
18486,1205020801,620,M,OC,AU,P1,"Guntur Medical College, Guntur",NO
18670,1205240205,620,M,OC,AU,P1,"Guntur Medical College, Guntur",NO
18784,1205110102,619,F,BCD,AU,P2,"Guntur Medical College, Guntur",NO
18785,1201030242,619,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
18796,1205210063,619,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
18884,1205100096,619,M,BCA,AU,P1,"Guntur Medical College, Guntur",NO
19089,1205230149,619,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
19208,1201030302,618,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
19610,1201040129,617,M,OC,AU,P1,"Guntur Medical College, Guntur",NO
19753,1205170310,617,F,BCD,AU,P2,"Guntur Medical College, Guntur",NO
19828,1205010932,617,F,BCB,AU,P2,"Guntur Medical College, Guntur",NO
19997,1205150075,616,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
20137,1203010052,616,M,OC,AU,P1,"Guntur Medical College, Guntur",NO
20411,1203060766,615,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
20434,1205250166,615,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
20500,1201110125,615,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
21014,1205060432,615,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
21114,1205040396,614,M,BCE,SVU,P1,"Guntur Medical College, Guntur",NO
21165,1201010575,614,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
21224,1215020269,614,F,BCB,SVU,P1,"Guntur Medical College, Guntur",NO
21306,1206130008,614,M,BCD,AU,P2,"Guntur Medical College, Guntur",NO
21582,4201380299,613,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
21736,1205100376,613,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
22005,1205140402,612,F,BCD,AU,P2,"Guntur Medical College, Guntur",NO
22061,1205240102,612,F,BCD,AU,P2,"Guntur Medical College, Guntur",NO
22168,1205180289,612,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
22353,1228040001,612,F,BCB,AU,P2,"Guntur Medical College, Guntur",NO
22431,1208010311,612,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
22511,1205040790,611,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
22521,1205120452,611,M,BCD,AU,P2,"Guntur Medical College, Guntur",NO
22580,4201340245,611,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
22622,1205150290,611,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
22746,1224070185,611,M,BCD,AU,P2,"Guntur Medical College, Guntur",NO
22802,1205240317,611,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
22816,1205200048,611,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
23174,1205180374,610,F,BCD,AU,P2,"Guntur Medical College, Guntur",NO
23199,1228040193,610,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
23326,1205270012,610,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
23460,1228040047,610,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
23603,1205240323,610,M,BCB,AU,P2,"Guntur Medical College, Guntur",NO
23845,1205190050,609,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
23917,1205240343,609,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
24268,1201010051,608,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
24315,1205010032,608,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
24331,1205010393,608,F,BCB,AU,P2,"Guntur Medical College, Guntur",NO
24349,1205200184,608,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
24353,1205200431,608,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
24378,1205040456,608,F,BCD,AU,P2,"Guntur Medical College, Guntur",NO
24462,1206040480,608,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
24577,1206040570,608,F,BCD,AU,P2,"Guntur Medical College, Guntur",NO
24729,1205170230,607,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
24831,1201020276,607,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
24939,4201030463,607,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
25185,1201120359,606,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
25305,1205230407,606,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
25329,1205030197,606,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
25407,1205030597,606,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
25513,1205030551,606,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
25766,1205220083,605,M,OC,AU,P1,"Guntur Medical College, Guntur",NO
25811,1205110239,605,F,BCB,AU,P1,"Guntur Medical College, Guntur",NO
25953,1228020075,605,M,OC,AU,P1,"Guntur Medical College, Guntur",NO
25960,1205210411,605,M,OC,AU,P1,"Guntur Medical College, Guntur",NO
26052,1205140273,605,M,OC,AU,P1,"Guntur Medical College, Guntur",NO
26131,1205030561,605,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
26412,1205020434,605,M,BCD,AU,P1,"Guntur Medical College, Guntur",NO
26508,1208020378,604,M,BCD,AU,P1,"Guntur Medical College, Guntur",NO
26568,1205030485,604,F,BCD,AU,P1,"Guntur Medical College, Guntur",NO
26947,1205080554,603,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
26960,1205060574,603,F,BCD,AU,P1,"Guntur Medical College, Guntur",NO
26965,1206120080,603,F,BCD,AU,P1,"Guntur Medical College, Guntur",NO
27258,1201030315,603,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
27450,1213010260,602,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
27574,1205270297,602,F,BCD,AU,P1,"Guntur Medical College, Guntur",NO
27988,1205050621,601,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
28150,1205040728,601,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
28166,1206070319,601,M,BCB,AU,P1,"Guntur Medical College, Guntur",NO
28523,1205230315,601,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
28653,1203060504,600,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
28709,1216030259,600,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
28719,1201020453,600,M,BCB,AU,P1,"Guntur Medical College, Guntur",NO
28850,1205040471,600,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
28912,1205130001,600,F,BCD,AU,P1,"Guntur Medical College, Guntur",NO
28958,1205160059,600,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
28959,1205080439,600,F,BCB,AU,P1,"Guntur Medical College, Guntur",NO
28972,1216010500,600,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
29048,1228030023,600,F,BCD,AU,P1,"Guntur Medical College, Guntur",NO
29143,1205030382,600,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
29183,1205060119,600,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
29377,1205270398,599,F,BCB,AU,P1,"Guntur Medical College, Guntur",NO
29447,1205220389,599,M,BCD,AU,P1,"Guntur Medical College, Guntur",NO
29479,1205040467,599,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
29523,1205170173,599,F,BCD,AU,P1,"Guntur Medical College, Guntur",NO
29532,1205010588,599,F,OC,AU,P2,"Guntur Medical College, Guntur",NO
29681,1205190103,599,F,BCB,AU,P1,"Guntur Medical College, Guntur",NO
29829,1205100486,598,F,BCB,AU,P1,"Guntur Medical College, Guntur",NO
29840,1205030674,598,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
29896,1205040464,598,F,BCB,AU,P1,"Guntur Medical College, Guntur",NO
29936,1205140335,598,M,OC,AU,P2,"Guntur Medical College, Guntur",NO
29995,4219070135,598,M,BCB,AU,P1,"Guntur Medical College, Guntur",NO
30564,1205120135,597,M,BCB,AU,P1,"Guntur Medical College, Guntur",NO
31936,1205120037,595,M,BCB,AU,P1,"Guntur Medical College, Guntur",NO
32980,1205110326,593,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
32985,1201040181,593,M,BCA,AU,P1,"Guntur Medical College, Guntur",NO
33834,1205080398,592,M,BCB,AU,P1,"Guntur Medical College, Guntur",NO
34137,1205020428,591,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
35159,1205150412,590,M,BCA,AU,P1,"Guntur Medical College, Guntur",NO
35288,1205010541,590,F,BCC,AU,P1,"Guntur Medical College, Guntur",NO
35641,1213011027,589,F,BCB,AU,P1,"Guntur Medical College, Guntur",NO
36777,1222040038,587,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
37422,4117020212,586,M,BCB,AU,P1,"Guntur Medical College, Guntur",NO
37931,1224030425,586,F,BCB,AU,P1,"Guntur Medical College, Guntur",NO
38238,1228030194,585,F,BCB,AU,P1,"Guntur Medical College, Guntur",NO
38285,1201060197,585,M,BCB,AU,P1,"Guntur Medical College, Guntur",NO
39383,1201010352,583,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
39419,1222030021,583,M,SC,AU,P1,"Guntur Medical College, Guntur",NO
39445,1205270051,583,M,BCB,AU,P1,"Guntur Medical College, Guntur",NO
39807,1206080241,583,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
39968,1205230015,582,M,BCA,AU,P1,"Guntur Medical College, Guntur",NO
40679,1205050095,581,M,BCB,AU,P1,"Guntur Medical College, Guntur",NO
40689,1224020013,581,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
41922,1205030590,580,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
42288,1205200093,579,F,BCB,AU,P1,"Guntur Medical College, Guntur",NO
42404,1205100232,579,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
44121,1201120195,576,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
44952,1208020476,575,M,SC,AU,P1,"Guntur Medical College, Guntur",NO
45230,1205030205,575,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
45903,1205130188,574,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
47068,1220010799,572,F,BCA,AU,P1,"Guntur Medical College, Guntur",NO
52996,1201100048,564,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
53024,1201050258,564,M,BCE,AU,P1,"Guntur Medical College, Guntur",NO
54071,1201030192,563,M,SC,AU,P1,"Guntur Medical College, Guntur",NO
55903,1205230258,560,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
56453,1201010503,560,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
57443,1201050333,558,F,BCE,AU,P1,"Guntur Medical College, Guntur",NO
60871,1228030216,554,M,SC,AU,P1,"Guntur Medical College, Guntur",NO
61566,3115260212,553,M,ST,AU,P1,"Guntur Medical College, Guntur",NO
62184,1201030371,552,M,BCE,AU,P1,"Guntur Medical College, Guntur",NO
67078,1205040151,546,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
67110,1228010267,546,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
67206,1205100120,546,F,BCE,AU,P1,"Guntur Medical College, Guntur",NO
67590,1201010425,545,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
67758,1206060035,545,M,SC,AU,P1,"Guntur Medical College, Guntur",NO
69015,1228030013,544,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
69355,1228010065,543,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
69469,1205150232,543,F,BCE,AU,P1,"Guntur Medical College, Guntur",NO
71963,1216010277,540,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
71968,1201040074,540,M,SC,AU,P1,"Guntur Medical College, Guntur",NO
72272,1205020292,540,M,SC,AU,P1,"Guntur Medical College, Guntur",NO
72673,1222010530,539,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
73138,1205120210,539,M,SC,AU,P1,"Guntur Medical College, Guntur",NO
73618,1201110198,538,F,ST,AU,P1,"Guntur Medical College, Guntur",NO
74321,1205110414,537,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
74379,1206160140,537,F,BCE,AU,P1,"Guntur Medical College, Guntur",NO
74909,1205090346,537,F,BCE,AU,P1,"Guntur Medical College, Guntur",NO
74963,1205160323,537,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
75144,1205240286,536,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
76552,1205090010,535,M,SC,AU,P1,"Guntur Medical College, Guntur",NO
77839,1206160240,533,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
78597,1209010209,532,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
79034,1201070050,532,F,ST,AU,P1,"Guntur Medical College, Guntur",NO
79416,1201120072,531,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
80233,1205160133,530,F,SC,AU,P1,"Guntur Medical College, Guntur",NO
80624,1216030220,530,M,SC,AU,P1,"Guntur Medical College, Guntur",NO
81012,1206060367,530,M,SC,AU,P1,"Guntur Medical College, Guntur",NO
98579,1205050283,510,F,ST,AU,P1,"Guntur Medical College, Guntur",NO
112338,1222040116,496,F,ST,AU,P1,"Guntur Medical College, Guntur",NO
119405,1205130163,489,F,ST,AU,P1,"Guntur Medical College, Guntur",NO
120348,1224050173,489,M,ST,AU,P1,"Guntur Medical College, Guntur",NO
121544,1201030435,487,M,ST,AU,P1,"Guntur Medical College, Guntur",NO
122368,1201070052,487,M,ST,AU,P1,"Guntur Medical College, Guntur",NO
123797,1201010273,485,F,ST,AU,P1,"Guntur Medical College, Guntur",NO
132178,1205130392,477,M,ST,AU,P1,"Guntur Medical College, Guntur",NO
133094,1205050071,476,M,ST,AU,P1,"Guntur Medical College, Guntur",NO
7833,1228030142,647,F,OC,AU,P1,"Rangaraya Medical College, Kakinada",NO
12631,1224080002,633,M,OC,AU,P1,"Rangaraya Medical College, Kakinada",NO
13181,1220050100,631,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
14498,1220070283,628,M,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
14946,1224070168,627,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
15002,1224040009,627,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
15437,1220030354,626,M,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
17227,1224030130,622,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
17569,1220010155,621,F,BCB,AU,P2,"Rangaraya Medical College, Kakinada",NO
18065,1206090306,620,M,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
18325,1228010069,620,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
18662,1224020254,620,M,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
18768,1204060218,619,M,BCD,SVU,P2,"Rangaraya Medical College, Kakinada",NO
18840,1224020414,619,M,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
18861,1206100271,619,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
18905,1224060240,619,F,BCB,AU,P2,"Rangaraya Medical College, Kakinada",NO
18912,1206090216,619,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
18913,1228010325,619,M,BCD,AU,P1,"Rangaraya Medical College, Kakinada",NO
18934,1224030089,619,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
19117,1206060241,618,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
19479,1206130162,617,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
19641,1229010263,617,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
19749,1225030026,617,M,BCD,AU,P1,"Rangaraya Medical College, Kakinada",NO
19756,1220060252,617,F,BCB,AU,P2,"Rangaraya Medical College, Kakinada",NO
19845,1205230277,617,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
19999,1220040284,616,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
20033,1225020042,616,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
20399,1206090313,615,M,BCD,AU,P1,"Rangaraya Medical College, Kakinada",NO
20403,1224030317,615,F,BCA,AU,P2,"Rangaraya Medical College, Kakinada",NO
20407,1206020381,615,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
20478,1206030647,615,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
20502,1205110356,615,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
20684,1206140294,615,M,OC,AU,P1,"Rangaraya Medical College, Kakinada",NO
20976,1206160085,615,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
20981,1220050142,615,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
21091,1205050065,615,M,BCD,AU,P1,"Rangaraya Medical College, Kakinada",NO
21283,1224010356,614,F,BCB,AU,P2,"Rangaraya Medical College, Kakinada",NO
21525,1220050138,613,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
21538,1224070087,613,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
21548,1205010192,613,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
21549,1206030090,613,M,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
21740,1224010159,613,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
21831,1205220319,613,M,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
21917,1206090418,613,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
22173,1206130115,612,M,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
22531,1205140357,611,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
22823,1224020303,611,M,BCB,AU,P2,"Rangaraya Medical College, Kakinada",NO
23103,1206100474,610,M,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
23180,1206070232,610,M,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
23471,1224010113,610,M,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
23476,1205050482,610,F,BCB,AU,P2,"Rangaraya Medical College, Kakinada",NO
23870,1224010397,609,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
23942,1205130486,609,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
24045,1206160079,609,M,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
24054,1228030056,609,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
24256,1206120263,608,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
24363,1220080094,608,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
24476,1206030279,608,M,BCB,AU,P2,"Rangaraya Medical College, Kakinada",NO
24603,1205130167,608,M,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
24736,1224030016,607,M,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
24822,1206120188,607,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
25041,1206130088,607,M,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
25212,1205110106,606,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
25238,1220010910,606,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
25259,1205270167,606,M,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
25293,1205050402,606,M,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
25298,1206010600,606,F,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
25313,1206100171,606,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
25386,1206010287,606,F,BCD,AU,P2,"Rangaraya Medical College, Kakinada",NO
25483,1206060449,606,M,OC,AU,P2,"Rangaraya Medical College, Kakinada",NO
25575,1220010351,606,M,BCB,AU,P2,"Rangaraya Medical College, Kakinada",NO
