COLLEGE,RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,EWS
"Rangaraya Medical College, Kakinada",21525,1220050138,613,F,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",21538,1224070087,613,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",21548,1205010192,613,F,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",21549,1206030090,613,M,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",21740,1224010159,613,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",21831,1205220319,613,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",21917,1206090418,613,F,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",22173,1206130115,612,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",22531,1205140357,611,F,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",22823,1224020303,611,M,BCB,AU,P2,NO
"Rangaraya Medical College, Kakinada",23103,1206100474,610,M,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",23180,1206070232,610,M,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",23471,1224010113,610,M,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",23476,1205050482,610,F,BCB,AU,P2,NO
"Rangaraya Medical College, Kakinada",23870,1224010397,609,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",23942,1205130486,609,F,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",24045,1206160079,609,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",24054,1228030056,609,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",24256,1206120263,608,F,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",24363,1220080094,608,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",24476,1206030279,608,M,BCB,AU,P2,NO
"Rangaraya Medical College, Kakinada",24603,1205130167,608,M,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",24736,1224030016,607,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",24822,1206120188,607,F,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",25041,1206130088,607,M,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",25212,1205110106,606,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",25238,1220010910,606,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",25259,1205270167,606,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",25293,1205050402,606,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",25298,1206010600,606,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",25313,1206100171,606,F,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",25386,1206010287,606,F,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",25483,1206060449,606,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",25575,1220010351,606,M,BCB,AU,P2,NO
"Rangaraya Medical College, Kakinada",25771,1205210272,605,M,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",25791,1205060093,605,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",25824,1206040105,605,F,BCD,AU,P2,NO
"Rangaraya Medical College, Kakinada",26114,1228040155,605,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",26216,1224050005,605,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",26536,1206150198,604,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",26658,1205130479,604,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",27026,4219010491,603,F,BCA,OUAPNL,P1,NO
"Rangaraya Medical College, Kakinada",27059,1224020225,603,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",27104,1228010168,603,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",27124,1206040257,603,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",27182,1206100156,603,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",27291,1206010451,603,M,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",27371,1224020465,603,M,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",27432,1205080282,602,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",27532,1208010355,602,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",28035,1224080038,601,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",28176,1220020097,601,M,BCC,AU,P1,NO
"Rangaraya Medical College, Kakinada",28505,1205240217,601,M,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",28662,1220010134,600,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",29089,1206060506,600,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",29262,1228030044,600,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",29284,1224030366,600,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",29449,1228040121,599,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",29609,1228040197,599,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",29729,1224020514,599,M,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",29745,1206080222,599,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",29860,1220010197,598,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",30016,1206080381,598,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",30395,1228010162,597,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",30459,1206030303,597,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",30723,4219030452,597,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",30963,1201020223,596,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",31130,1206080493,596,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",31678,1224040272,595,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",31840,1206050510,595,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",31853,1205260039,595,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",31903,1205160193,595,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",32061,1205260109,595,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",32700,1206070460,594,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",32777,4219010374,594,F,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",32793,4201290159,594,M,OC,AU,P2,NO
"Rangaraya Medical College, Kakinada",32911,1206090472,593,F,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",33478,1206010373,592,F,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",33482,1220010030,592,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",33550,1228010087,592,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",35521,1206050120,589,M,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",35673,1205160208,589,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",36083,1224010082,588,F,BCC,AU,P1,NO
"Rangaraya Medical College, Kakinada",36339,1205030625,588,F,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",37336,1229010016,586,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",37567,1229060219,586,F,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",37576,1205270244,586,F,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",38235,1201060387,585,F,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",38740,1205050147,584,M,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",39191,1205060358,584,M,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",39597,1225010625,583,F,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",39760,1206100380,583,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",40009,1228030033,582,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",40119,1205180054,582,M,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",41157,1206050275,581,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",41374,1225030001,580,F,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",41515,1228010129,580,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",42020,1206060062,580,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",42215,1220080114,579,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",43198,1214010131,578,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",43298,1201070185,578,M,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",43467,1208020289,577,M,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",43859,1225040031,577,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",44091,1206070186,576,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",44304,1224060277,576,M,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",45124,1206160463,575,M,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",45156,1205240038,575,F,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",45542,1205110175,575,M,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",45841,1206090061,574,F,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",45849,1213010352,574,M,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",45987,1205040065,574,M,BCA,AU,P1,NO
"Rangaraya Medical College, Kakinada",46131,1216010348,574,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",46145,1206060274,574,M,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",46653,1205200243,573,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",46761,1220030225,573,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",46801,1206020283,573,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",47051,1201030037,572,F,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",47812,1220060204,571,F,BCE,AU,P1,NO
"Rangaraya Medical College, Kakinada",50011,1206130327,568,M,BCE,AU,P1,NO
"Rangaraya Medical College, Kakinada",50636,1221020347,567,F,SC,SVU,P1,NO
"Rangaraya Medical College, Kakinada",60228,1205070400,555,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",61035,1220010965,554,M,BCE,AU,P1,NO
"Rangaraya Medical College, Kakinada",61331,1205210263,553,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",61480,1220020309,553,M,BCB,AU,P1,NO
"Rangaraya Medical College, Kakinada",66079,1224010188,547,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",68660,1206160073,544,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",70355,1220010091,542,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",72685,1206110354,539,F,BCE,AU,P1,NO
"Rangaraya Medical College, Kakinada",72783,1220010124,539,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",73495,1205250301,538,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",74179,1206140229,538,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",75143,1205240065,536,F,BCE,AU,P1,NO
"Rangaraya Medical College, Kakinada",75192,1205060416,536,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",75735,1205010232,536,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",77766,1224050220,533,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",77921,1206100127,533,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",79431,1228020125,531,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",79563,1205090144,531,F,BCE,AU,P2,NO
"Rangaraya Medical College, Kakinada",79626,1206090129,531,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",81325,1206040036,529,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",82292,1205060480,528,M,BCE,AU,P1,NO
"Rangaraya Medical College, Kakinada",82532,1225010196,528,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",82977,4201100601,527,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",83309,1224020227,527,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",83839,1205190156,526,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",84735,1205150371,525,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",85024,1222030043,525,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",85772,1205160082,524,F,SC,AU,P2,NO
"Rangaraya Medical College, Kakinada",85818,1216010480,524,F,SC,AU,P2,NO
"Rangaraya Medical College, Kakinada",85876,1206150034,524,M,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",85978,1216030105,524,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",86020,1225010571,524,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",88391,1228030132,521,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",88691,1224060228,521,M,SC,AU,P2,NO
"Rangaraya Medical College, Kakinada",89254,1205080236,520,M,SC,AU,P2,NO
"Rangaraya Medical College, Kakinada",89318,1206060355,520,F,SC,AU,P2,NO
"Rangaraya Medical College, Kakinada",89492,1205050550,520,M,ST,SVU,P1,NO
"Rangaraya Medical College, Kakinada",90259,1205100219,519,F,SC,AU,P2,NO
"Rangaraya Medical College, Kakinada",93273,1224010203,516,F,BCE,AU,P2,NO
"Rangaraya Medical College, Kakinada",121558,1206100240,487,F,ST,AU,P1,NO
"Rangaraya Medical College, Kakinada",123590,1225010176,485,F,ST,AU,P1,NO
"Rangaraya Medical College, Kakinada",123655,1206030361,485,F,ST,AU,P1,NO
"Rangaraya Medical College, Kakinada",125917,1224060178,483,M,ST,AU,P1,NO
"Rangaraya Medical College, Kakinada",130176,1205180330,479,F,ST,AU,P1,NO
"Rangaraya Medical College, Kakinada",130965,1228010028,478,M,ST,AU,P1,NO
"Rangaraya Medical College, Kakinada",133096,1205100084,476,M,ST,AU,P1,NO
"Rangaraya Medical College, Kakinada",134093,1201110211,475,M,ST,AU,P1,NO
"Rangaraya Medical College, Kakinada",136266,1203060590,473,M,ST,AU,P1,NO
"Rangaraya Medical College, Kakinada",136322,1205080444,473,M,ST,AU,P2,NO
"Rangaraya Medical College, Kakinada",137396,1206010271,472,F,ST,AU,P2,NO
"Rangaraya Medical College, Kakinada",165318,1228010106,448,F,BCD,AU,P1,NO
"Rangaraya Medical College, Kakinada",193104,1220040063,426,F,OC,AU,P1,NO
"Rangaraya Medical College, Kakinada",477172,1205040354,277,F,SC,AU,P1,NO
"Rangaraya Medical College, Kakinada",1099111,1205040057,123,M,BCA,AU,P1,NO
"Government Medical College,Srikakulam",27136,1225010674,603,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",30529,1206060467,597,F,OC,AU,P2,NO
"Government Medical College,Srikakulam",30620,1229050039,597,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",31800,1224050141,595,M,OC,AU,P2,NO
"Government Medical College,Srikakulam",31884,1206050497,595,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",32597,1206160094,594,M,BCD,AU,P2,NO
"Government Medical College,Srikakulam",33020,1206080466,593,M,BCD,AU,P2,NO
"Government Medical College,Srikakulam",33043,1205160246,593,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",33517,1206160204,592,M,OC,AU,P2,NO
"Government Medical College,Srikakulam",33519,1229020154,592,M,BCB,AU,P2,NO
"Government Medical College,Srikakulam",33559,1206130255,592,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",33736,1206020562,592,M,BCD,AU,P2,NO
"Government Medical College,Srikakulam",34346,1205150140,591,F,OC,AU,P2,NO
"Government Medical College,Srikakulam",34751,1201010339,590,M,OC,AU,P2,NO
"Government Medical College,Srikakulam",34820,1224080103,590,F,OC,AU,P2,NO
"Government Medical College,Srikakulam",34874,1205050112,590,M,BCD,AU,P2,NO
"Government Medical College,Srikakulam",35017,1224010116,590,F,OC,AU,P2,NO
"Government Medical College,Srikakulam",35531,1206010549,589,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",35550,1228010216,589,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",35604,1228040086,589,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",35731,1228020086,589,M,BCD,AU,P2,NO
"Government Medical College,Srikakulam",35796,1205080268,589,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",36133,1206010569,588,M,BCD,AU,P2,NO
"Government Medical College,Srikakulam",36390,1206150042,588,F,OC,AU,P2,NO
"Government Medical College,Srikakulam",36497,1205010415,588,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",36725,1206050380,587,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",36744,1225050186,587,M,BCD,AU,P2,NO
"Government Medical College,Srikakulam",36785,1205160060,587,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",37094,1206060311,587,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",37286,1228010167,586,F,OC,AU,P2,NO
"Government Medical College,Srikakulam",37428,1206130210,586,F,OC,AU,P2,NO
"Government Medical College,Srikakulam",37573,1205140136,586,M,OC,AU,P2,NO
"Government Medical College,Srikakulam",37841,1206070446,586,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",37966,1205010585,585,F,OC,AU,P2,NO
"Government Medical College,Srikakulam",37977,1228030059,585,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",38126,1206140302,585,F,OC,AU,P2,NO
"Government Medical College,Srikakulam",38137,1206040167,585,M,BCD,AU,P2,NO
"Government Medical College,Srikakulam",38193,1201020335,585,M,OC,AU,P2,NO
"Government Medical College,Srikakulam",38197,1224030257,585,M,OC,AU,P2,NO
"Government Medical College,Srikakulam",38250,1206100452,585,M,OC,AU,P2,NO
"Government Medical College,Srikakulam",38938,1206030272,584,M,BCD,AU,P2,NO
"Government Medical College,Srikakulam",38941,1205170354,584,F,OC,AU,P2,NO
"Government Medical College,Srikakulam",39356,1206030416,583,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",39396,1205050749,583,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",39963,1206130119,582,F,BCD,AU,P2,NO
"Government Medical College,Srikakulam",39989,1201010509,582,F,OC,AU,P2,NO
"Government Medical College,Srikakulam",40070,1206120225,582,F,BCD,AU,P1,NO
"Government Medical College,Srikakulam",40267,1206030056,582,F,BCD,AU,P1,NO
"Government Medical College,Srikakulam",40381,1206070010,582,M,BCD,AU,P1,NO
"Government Medical College,Srikakulam",40800,1206060009,581,F,BCD,AU,P1,NO
"Government Medical College,Srikakulam",40978,1206140086,581,F,BCD,AU,P1,NO
"Government Medical College,Srikakulam",41005,1206140103,581,M,BCD,AU,P1,NO
"Government Medical College,Srikakulam",41399,1206100149,580,M,BCD,AU,P1,NO
"Government Medical College,Srikakulam",41540,1206110356,580,F,BCD,AU,P1,NO
"Government Medical College,Srikakulam",42128,1224060168,580,M,BCA,AU,P1,NO
"Government Medical College,Srikakulam",46964,1224010229,573,M,BCC,AU,P1,NO
"Government Medical College,Srikakulam",47772,1206020061,571,M,BCB,APNL,P1,NO
"Government Medical College,Srikakulam",49938,1205120480,568,F,BCC,AU,P1,NO
"Government Medical College,Srikakulam",50148,1228010213,568,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",50393,1205260115,568,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",50396,1220011039,568,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",50653,1206060512,567,F,BCA,AU,P1,NO
"Government Medical College,Srikakulam",51779,1224060001,566,M,BCB,AU,P1,NO
"Government Medical College,Srikakulam",52537,1205040724,565,M,BCA,AU,P1,NO
"Government Medical College,Srikakulam",53000,1228010076,564,M,BCB,AU,P1,NO
"Government Medical College,Srikakulam",53130,1205030121,564,M,BCB,AU,P1,NO
"Government Medical College,Srikakulam",53709,1206020287,563,M,BCB,AU,P1,NO
"Government Medical College,Srikakulam",53857,1206130105,563,F,BCA,AU,P1,NO
"Government Medical College,Srikakulam",54312,1205050329,562,F,BCA,AU,P1,NO
"Government Medical College,Srikakulam",55104,1206050375,561,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",56567,1225010034,560,M,BCA,AU,P1,NO
"Government Medical College,Srikakulam",57433,1229020218,558,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",57860,1205030136,558,M,BCA,AU,P1,NO
"Government Medical College,Srikakulam",58173,1224040182,557,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",58859,1205010480,556,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",59660,1205270048,555,M,BCA,AU,P1,NO
"Government Medical College,Srikakulam",59675,1225010554,555,F,BCA,AU,P1,NO
"Government Medical College,Srikakulam",60544,1228010111,554,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",60639,1228010174,554,F,BCA,AU,P1,NO
"Government Medical College,Srikakulam",60650,1208020326,554,M,BCB,AU,P1,NO
"Government Medical College,Srikakulam",60761,1205140219,554,F,BCA,AU,P1,NO
"Government Medical College,Srikakulam",60825,1205250335,554,F,BCA,AU,P1,NO
"Government Medical College,Srikakulam",61627,1205110088,553,F,BCA,AU,P1,NO
"Government Medical College,Srikakulam",61856,1224030450,553,M,BCB,AU,P1,NO
"Government Medical College,Srikakulam",62207,1206030634,552,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",62390,1206060275,552,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",63682,1206110109,550,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",63694,2602050398,550,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",63756,1224010108,550,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",64576,1205010219,549,M,BCB,AU,P1,NO
"Government Medical College,Srikakulam",65011,4206010193,549,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",65592,1220050028,548,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",68619,1224040152,544,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",92916,1205140233,516,F,SC,AU,P2,NO
"Government Medical College,Srikakulam",94470,1206020273,515,M,SC,AU,P2,NO
"Government Medical College,Srikakulam",96775,1220011050,512,M,SC,AU,P2,NO
"Government Medical College,Srikakulam",96985,1206040410,512,F,SC,AU,P1,NO
"Government Medical College,Srikakulam",98072,1229020202,511,M,SC,AU,P1,NO
"Government Medical College,Srikakulam",99979,1229030152,509,F,SC,AU,P1,NO
"Government Medical College,Srikakulam",101583,1222030004,507,F,BCE,AU,P1,NO
"Government Medical College,Srikakulam",102124,1206060436,507,M,BCE,AU,P1,NO
"Government Medical College,Srikakulam",102180,1224020454,507,M,SC,AU,P1,NO
"Government Medical College,Srikakulam",102420,1206160092,506,F,SC,AU,P1,NO
"Government Medical College,Srikakulam",103326,1201120400,505,F,BCE,AU,P1,NO
"Government Medical College,Srikakulam",103371,1209010273,505,F,SC,AU,P2,NO
"Government Medical College,Srikakulam",103374,1206010416,505,M,BCE,AU,P1,NO
"Government Medical College,Srikakulam",104160,1225050076,505,M,SC,AU,P1,NO
"Government Medical College,Srikakulam",104526,1205020878,504,M,SC,AU,P1,NO
"Government Medical College,Srikakulam",105117,1205230285,504,M,SC,AU,P2,NO
"Government Medical College,Srikakulam",106674,1205020772,502,F,SC,AU,P2,NO
"Government Medical College,Srikakulam",108214,1214010417,500,M,SC,AU,P2,NO
"Government Medical College,Srikakulam",109210,1225010463,499,F,SC,AU,P2,NO
"Government Medical College,Srikakulam",110433,1201080067,498,M,SC,AU,P2,NO
"Government Medical College,Srikakulam",111059,1206010613,497,F,SC,AU,P2,NO
"Government Medical College,Srikakulam",112091,1205200217,496,M,SC,AU,P2,NO
"Government Medical College,Srikakulam",139538,1206030536,470,F,ST,AU,P2,NO
"Government Medical College,Srikakulam",145302,1224070283,465,F,ST,AU,P2,NO
"Government Medical College,Srikakulam",147106,1205130268,464,F,ST,AU,P2,NO
"Government Medical College,Srikakulam",153248,1206110138,458,F,ST,AU,P2,NO
"Government Medical College,Srikakulam",155667,1205070364,456,F,ST,AU,P1,NO
"Government Medical College,Srikakulam",156899,1201080230,455,M,ST,AU,P2,NO
"Government Medical College,Srikakulam",158034,1206070293,454,M,ST,AU,P2,NO
"Government Medical College,Srikakulam",161668,1205040103,451,M,ST,AU,P2,NO
"Government Medical College,Srikakulam",267277,1225020158,377,F,BCB,AU,P1,NO
"Government Medical College,Srikakulam",333783,1206020511,340,M,BCA,AU,P1,NO
"Government Medical College,Srikakulam",799639,1229040110,179,F,BCD,AU,P1,NO
"Government Medical College, Ongole",28302,1205040482,601,M,OC,AU,P2,NO
"Government Medical College, Ongole",29555,1228010118,599,M,OC,AU,P2,NO
"Government Medical College, Ongole",31214,1228010171,596,M,OC,AU,P2,NO
"Government Medical College, Ongole",31371,1220070008,596,F,OC,AU,P2,NO
"Government Medical College, Ongole",31897,1222030104,595,M,OC,AU,P2,NO
"Government Medical College, Ongole",32658,1222010488,594,F,OC,AU,P2,NO
"Government Medical College, Ongole",32944,1205260027,593,F,BCD,AU,P2,NO
"Government Medical College, Ongole",33036,1205090437,593,F,OC,AU,P2,NO
"Government Medical College, Ongole",33087,1205110219,593,F,BCD,AU,P2,NO
"Government Medical College, Ongole",33494,1228030101,592,M,OC,AU,P2,NO
"Government Medical College, Ongole",34252,1205050325,591,M,OC,AU,P2,NO
"Government Medical College, Ongole",34326,1220010276,591,F,OC,AU,P2,NO
"Government Medical College, Ongole",34425,1205210033,591,F,OC,AU,P2,NO
"Government Medical College, Ongole",34589,1208010479,591,M,OC,AU,P2,NO
"Government Medical College, Ongole",34789,4201240007,590,F,BCD,AU,P2,NO
"Government Medical College, Ongole",34938,1205090255,590,F,BCD,AU,P2,NO
"Government Medical College, Ongole",35125,1205270203,590,M,OC,AU,P2,NO
"Government Medical College, Ongole",35763,1205030859,589,M,BCD,AU,P2,NO
"Government Medical College, Ongole",36135,1205220234,588,F,OC,AU,P2,NO
"Government Medical College, Ongole",36382,1224010106,588,F,OC,AU,P2,NO
"Government Medical College, Ongole",36406,1205050678,588,M,OC,AU,P2,NO
"Government Medical College, Ongole",36710,1205040262,587,F,OC,AU,P2,NO
"Government Medical College, Ongole",36987,1206050266,587,F,BCD,AU,P2,NO
"Government Medical College, Ongole",37084,1228010153,587,M,OC,AU,P2,NO
"Government Medical College, Ongole",37090,1205060538,587,F,OC,AU,P2,NO
"Government Medical College, Ongole",37335,1201020060,586,F,OC,AU,P2,NO
"Government Medical College, Ongole",37356,1205140328,586,F,OC,AU,P2,NO
"Government Medical College, Ongole",37427,1205210182,586,F,OC,AU,P2,NO
"Government Medical College, Ongole",37465,1205270302,586,F,BCD,AU,P1,NO
"Government Medical College, Ongole",38147,1220060260,585,M,OC,AU,P2,NO
"Government Medical College, Ongole",38434,1205200152,585,M,OC,AU,P2,NO
"Government Medical College, Ongole",38460,1222040303,585,M,OC,AU,P2,NO
"Government Medical College, Ongole",38835,1224020134,584,F,OC,AU,P2,NO
"Government Medical College, Ongole",38916,1205150085,584,F,BCD,AU,P1,NO
"Government Medical College, Ongole",39018,1205240243,584,F,OC,AU,P2,NO
"Government Medical College, Ongole",39178,1206160199,584,F,BCD,AU,P1,NO
"Government Medical College, Ongole",39208,1201120411,584,F,OC,AU,P2,NO
"Government Medical College, Ongole",39468,1205210150,583,M,OC,AU,P2,NO
"Government Medical College, Ongole",39710,1201120187,583,F,OC,AU,P2,NO
"Government Medical College, Ongole",39757,1205200078,583,F,OC,AU,P2,NO
"Government Medical College, Ongole",39960,1205040343,582,M,BCD,AU,P1,NO
