,COLLEGE,RANK,NEET_ROLL_NO,SCORE,SX,CAT,LOC,PHASE,EWS
534,"Narayana Dental College and Hospital, Nellore",153232,4201190158,458,M,BCE,SVU,P1,NO
535,"Narayana Dental College and Hospital, Nellore",153755,1205140172,458,F,BCB,SVU,P1,NO
536,"Narayana Dental College and Hospital, Nellore",154623,1203010769,457,F,BCA,SVU,P1,NO
537,"Narayana Dental College and Hospital, Nellore",154881,1203060572,457,F,BCA,SVU,P1,NO
538,"Narayana Dental College and Hospital, Nellore",156127,1203060551,456,M,BCD,SVU,P1,NO
539,"Narayana Dental College and Hospital, Nellore",160518,1205160074,452,F,BCE,SVU,P1,NO
540,"Narayana Dental College and Hospital, Nellore",160687,1221020400,452,M,BCE,SVU,P1,NO
541,"Narayana Dental College and Hospital, Nellore",161788,1203060609,451,F,BCE,SVU,P1,NO
542,"Narayana Dental College and Hospital, Nellore",162794,1203010772,450,M,BCA,SVU,P1,NO
543,"Narayana Dental College and Hospital, Nellore",163007,1203010675,450,F,BCA,SVU,P1,NO
544,"Narayana Dental College and Hospital, Nellore",165228,1203010683,448,M,BCA,SVU,P1,NO
545,"Narayana Dental College and Hospital, Nellore",165251,1205050451,448,F,BCD,SVU,P1,NO
546,"Narayana Dental College and Hospital, Nellore",165424,1203010007,448,F,SC,SVU,P1,NO
547,"Narayana Dental College and Hospital, Nellore",170162,1205160473,444,F,BCD,SVU,P1,NO
548,"Narayana Dental College and Hospital, Nellore",171218,4201200494,443,F,BCB,SVU,P1,NO
549,"Narayana Dental College and Hospital, Nellore",172536,1205160475,442,M,BCD,SVU,P1,NO
551,"Narayana Dental College and Hospital, Nellore",173773,1219040067,441,F,BCA,SVU,P1,NO
552,"Narayana Dental College and Hospital, Nellore",174024,1219020526,441,F,BCE,SVU,P1,NO
553,"Narayana Dental College and Hospital, Nellore",184035,1205170288,433,M,BCB,SVU,P1,NO
554,"Narayana Dental College and Hospital, Nellore",185393,1204070023,432,M,BCB,SVU,P1,NO
555,"Narayana Dental College and Hospital, Nellore",188182,1202070162,430,F,BCB,SVU,P1,NO
556,"Narayana Dental College and Hospital, Nellore",193419,1202020649,426,F,BCB,SVU,P1,NO
557,"Narayana Dental College and Hospital, Nellore",193588,1203020374,426,F,SC,SVU,P1,NO
558,"Narayana Dental College and Hospital, Nellore",197912,1205120265,423,F,SC,SVU,P1,NO
559,"Narayana Dental College and Hospital, Nellore",199845,1205070455,421,M,SC,SVU,P1,NO
560,"Narayana Dental College and Hospital, Nellore",204129,1205270135,418,F,SC,SVU,P1,NO
561,"Narayana Dental College and Hospital, Nellore",209705,1203040565,414,F,SC,SVU,P1,NO
562,"Narayana Dental College and Hospital, Nellore",209827,1203060156,414,F,SC,SVU,P1,NO
563,"Narayana Dental College and Hospital, Nellore",253621,4208050079,385,M,ST,OU,P1,NO
564,"Narayana Dental College and Hospital, Nellore",288564,1204080055,364,F,ST,SVU,P1,NO
565,"Narayana Dental College and Hospital, Nellore",288704,1205040243,364,M,ST,SVU,P1,NO
566,"Nimra Institute of Dental Sciences, Vijayawada",173832,1219020388,441,F,OC,SVU,P1,NO
567,"Nimra Institute of Dental Sciences, Vijayawada",211268,1201100200,413,F,OC,AU,P1,NO
568,"Nimra Institute of Dental Sciences, Vijayawada",224070,1205010990,404,F,BCB,AU,P1,NO
569,"Nimra Institute of Dental Sciences, Vijayawada",231481,1201020082,399,F,BCE,AU,P1,NO
570,"Nimra Institute of Dental Sciences, Vijayawada",239027,1222040135,394,F,BCB,AU,P1,NO
571,"Nimra Institute of Dental Sciences, Vijayawada",248622,1201020361,388,F,OC,AU,P1,NO
572,"Nimra Institute of Dental Sciences, Vijayawada",256488,1209010561,383,F,BCE,AU,P1,NO
573,"Nimra Institute of Dental Sciences, Vijayawada",263000,1205120131,379,F,OC,AU,P1,NO
574,"Nimra Institute of Dental Sciences, Vijayawada",269669,1205010412,375,F,OC,AU,P1,NO
575,"Nimra Institute of Dental Sciences, Vijayawada",283462,1206060256,367,M,BCE,AU,P1,NO
576,"Nimra Institute of Dental Sciences, Vijayawada",285388,1201040144,366,M,BCE,AU,P1,NO
577,"Nimra Institute of Dental Sciences, Vijayawada",287125,1208010432,365,F,BCE,AU,P1,NO
578,"Nimra Institute of Dental Sciences, Vijayawada",288598,1205090295,364,F,BCE,AU,P1,NO
579,"Nimra Institute of Dental Sciences, Vijayawada",292040,1205070413,362,M,BCB,AU,P1,NO
580,"Nimra Institute of Dental Sciences, Vijayawada",293789,1205010996,361,F,BCE,AU,P1,NO
581,"Nimra Institute of Dental Sciences, Vijayawada",294577,1201020529,361,F,OC,AU,P1,NO
582,"Nimra Institute of Dental Sciences, Vijayawada",299249,1205150155,358,F,OC,AU,P1,NO
583,"Nimra Institute of Dental Sciences, Vijayawada",301022,1205140360,357,F,OC,AU,P1,NO
584,"Nimra Institute of Dental Sciences, Vijayawada",302888,1205100414,356,F,BCE,AU,P1,NO
585,"Nimra Institute of Dental Sciences, Vijayawada",304797,1201040128,355,M,BCE,AU,P1,NO
586,"Nimra Institute of Dental Sciences, Vijayawada",308393,1201010443,353,M,BCE,AU,P1,NO
587,"Nimra Institute of Dental Sciences, Vijayawada",314366,1201030125,350,M,BCE,AU,P1,NO
588,"Nimra Institute of Dental Sciences, Vijayawada",318093,1209010123,348,F,BCE,AU,P1,NO
589,"Sibar Institute of Dental Sciences, Guntur",67062,1205060572,546,F,OC,AU,P1,NO
590,"Sibar Institute of Dental Sciences, Guntur",72201,1201030478,540,F,OC,AU,P1,NO
591,"Sibar Institute of Dental Sciences, Guntur",82338,1201010246,528,F,OC,AU,P1,NO
592,"Sibar Institute of Dental Sciences, Guntur",83864,1205130056,526,F,BCD,AU,P1,NO
593,"Sibar Institute of Dental Sciences, Guntur",85137,1201010297,525,M,OC,AU,P1,NO
594,"Sibar Institute of Dental Sciences, Guntur",100676,1205220191,508,M,BCD,AU,P1,NO
595,"Sibar Institute of Dental Sciences, Guntur",104503,1205180452,504,F,OC,AU,P1,NO
596,"Sibar Institute of Dental Sciences, Guntur",105292,1205130029,503,F,BCD,AU,P1,NO
597,"Sibar Institute of Dental Sciences, Guntur",111541,1201030238,497,M,OC,AU,P1,NO
598,"Sibar Institute of Dental Sciences, Guntur",115680,1206020672,493,F,BCA,AU,P1,NO
599,"Sibar Institute of Dental Sciences, Guntur",119521,1225020260,489,F,BCA,AU,P1,NO
600,"Sibar Institute of Dental Sciences, Guntur",120672,1229010057,488,F,BCD,AU,P1,NO
601,"Sibar Institute of Dental Sciences, Guntur",121621,2711060138,487,F,BCB,APNL,P1,NO
602,"Sibar Institute of Dental Sciences, Guntur",122568,1201030463,486,F,OC,AU,P1,NO
603,"Sibar Institute of Dental Sciences, Guntur",124649,1201110092,484,M,OC,AU,P1,NO
604,"Sibar Institute of Dental Sciences, Guntur",125684,1205100107,483,M,BCA,AU,P1,NO
605,"Sibar Institute of Dental Sciences, Guntur",127069,1201020188,482,F,BCA,AU,P1,NO
606,"Sibar Institute of Dental Sciences, Guntur",132283,1205120365,477,M,BCB,AU,P1,NO
607,"Sibar Institute of Dental Sciences, Guntur",132412,1205070526,477,F,OC,AU,P1,NO
608,"Sibar Institute of Dental Sciences, Guntur",132765,1206080486,477,M,BCA,AU,P1,NO
609,"Sibar Institute of Dental Sciences, Guntur",135249,1201020545,474,F,OC,AU,P1,NO
610,"Sibar Institute of Dental Sciences, Guntur",136691,1224020115,473,M,BCB,AU,P1,NO
611,"Sibar Institute of Dental Sciences, Guntur",137458,1225010588,472,F,BCA,AU,P1,NO
612,"Sibar Institute of Dental Sciences, Guntur",144167,1205250188,466,M,BCD,AU,P1,NO
613,"Sibar Institute of Dental Sciences, Guntur",152339,1201090213,459,F,BCA,AU,P1,NO
614,"Sibar Institute of Dental Sciences, Guntur",152474,1205150070,459,M,BCD,AU,P1,NO
615,"Sibar Institute of Dental Sciences, Guntur",165278,1201040019,448,M,BCA,AU,P1,NO
616,"Sibar Institute of Dental Sciences, Guntur",168758,1222020376,445,F,BCB,AU,P1,NO
617,"Sibar Institute of Dental Sciences, Guntur",169208,1201050152,445,F,SC,AU,P1,NO
618,"Sibar Institute of Dental Sciences, Guntur",171343,1201100127,443,F,SC,AU,P1,NO
619,"Sibar Institute of Dental Sciences, Guntur",173920,1205220125,441,F,BCD,AU,P1,NO
620,"Sibar Institute of Dental Sciences, Guntur",177812,1205180439,438,F,BCB,AU,P1,NO
621,"Sibar Institute of Dental Sciences, Guntur",178068,1201020347,438,F,BCB,AU,P1,NO
622,"Sibar Institute of Dental Sciences, Guntur",185657,1201020036,432,F,BCA,AU,P1,NO
623,"Sibar Institute of Dental Sciences, Guntur",190541,1201060294,428,M,BCE,AU,P1,NO
624,"Sibar Institute of Dental Sciences, Guntur",190630,1228030061,428,F,BCC,AU,P1,NO
625,"Sibar Institute of Dental Sciences, Guntur",192260,1206090369,427,F,BCA,AU,P1,NO
626,"Sibar Institute of Dental Sciences, Guntur",197128,1201060407,423,F,BCA,AU,P1,NO
627,"Sibar Institute of Dental Sciences, Guntur",197570,1201070384,423,F,SC,AU,P1,NO
628,"Sibar Institute of Dental Sciences, Guntur",198592,1203020388,422,F,BCB,AU,P1,NO
629,"Sibar Institute of Dental Sciences, Guntur",203550,1205110364,419,F,SC,AU,P1,NO
630,"Sibar Institute of Dental Sciences, Guntur",204156,1205230281,418,M,SC,AU,P1,NO
631,"Sibar Institute of Dental Sciences, Guntur",207481,1201010351,416,M,SC,AU,P1,NO
632,"Sibar Institute of Dental Sciences, Guntur",212036,1201100224,413,M,SC,AU,P1,NO
633,"Sibar Institute of Dental Sciences, Guntur",213396,4204040036,412,F,SC,AU,P1,NO
634,"Sibar Institute of Dental Sciences, Guntur",216953,1205040379,409,F,BCE,AU,P1,NO
635,"Sibar Institute of Dental Sciences, Guntur",264841,1201020197,378,F,ST,AU,P1,NO
636,"Sibar Institute of Dental Sciences, Guntur",267870,1205060233,376,M,ST,AU,P1,NO
637,"Sibar Institute of Dental Sciences, Guntur",297568,1201010323,359,F,ST,AU,P1,NO
639,"Sree Sai Dental College and Research Institute, Srikakulum",148611,1205090423,462,F,BCD,AU,P1,NO
640,"Sree Sai Dental College and Research Institute, Srikakulum",149097,1205220358,462,F,BCA,AU,P1,NO
641,"Sree Sai Dental College and Research Institute, Srikakulum",160009,1205210190,453,F,BCB,AU,P1,NO
642,"Sree Sai Dental College and Research Institute, Srikakulum",177365,1206070398,439,F,BCD,AU,P1,NO
643,"Sree Sai Dental College and Research Institute, Srikakulum",181700,1201080291,435,F,OC,AU,P1,NO
644,"Sree Sai Dental College and Research Institute, Srikakulum",184204,1205130284,433,F,BCA,AU,P1,NO
645,"Sree Sai Dental College and Research Institute, Srikakulum",187799,1222010504,431,F,OC,AU,P1,NO
646,"Sree Sai Dental College and Research Institute, Srikakulum",188266,1208020488,430,M,BCD,APNL,P1,NO
647,"Sree Sai Dental College and Research Institute, Srikakulum",189456,1204030134,429,M,BCC,SVU,P1,NO
648,"Sree Sai Dental College and Research Institute, Srikakulum",190889,1204020482,428,F,BCA,SVU,P1,NO
649,"Sree Sai Dental College and Research Institute, Srikakulum",197191,1201060195,423,F,BCC,AU,P1,NO
650,"Sree Sai Dental College and Research Institute, Srikakulum",201196,1213010151,420,F,BCC,AU,P1,NO
651,"Sree Sai Dental College and Research Institute, Srikakulum",204718,1205190280,418,M,BCB,SVU,P1,NO
652,"Sree Sai Dental College and Research Institute, Srikakulum",212404,4201080710,412,F,SC,SVU,P1,NO
653,"Sree Sai Dental College and Research Institute, Srikakulum",225554,1206040287,403,F,BCD,AU,P1,NO
654,"Sree Sai Dental College and Research Institute, Srikakulum",234364,1229050024,397,F,BCD,AU,P1,NO
655,"Sree Sai Dental College and Research Institute, Srikakulum",237857,1206040214,395,F,BCD,AU,P1,NO
656,"Sree Sai Dental College and Research Institute, Srikakulum",246682,1205010512,390,F,BCD,AU,P1,NO
657,"Sree Sai Dental College and Research Institute, Srikakulum",248209,1201110083,389,F,SC,AU,P1,NO
658,"Sree Sai Dental College and Research Institute, Srikakulum",248333,1201010210,388,F,BCD,AU,P1,NO
659,"Sree Sai Dental College and Research Institute, Srikakulum",248702,1205180343,388,M,BCD,AU,P1,NO
660,"Sree Sai Dental College and Research Institute, Srikakulum",248723,1205230395,388,M,SC,AU,P1,NO
661,"Sree Sai Dental College and Research Institute, Srikakulum",249095,1201020081,388,M,BCE,AU,P1,NO
662,"Sree Sai Dental College and Research Institute, Srikakulum",249360,1205250215,388,F,SC,AU,P1,NO
663,"Sree Sai Dental College and Research Institute, Srikakulum",249942,1205210350,387,F,SC,AU,P1,NO
664,"Sree Sai Dental College and Research Institute, Srikakulum",250121,1205010327,387,F,SC,AU,P1,NO
665,"Sree Sai Dental College and Research Institute, Srikakulum",250785,1206150134,387,F,BCD,AU,P1,NO
666,"Sree Sai Dental College and Research Institute, Srikakulum",251494,1205120339,386,F,SC,AU,P1,NO
667,"Sree Sai Dental College and Research Institute, Srikakulum",251529,1205110193,386,F,SC,AU,P1,NO
668,"Sree Sai Dental College and Research Institute, Srikakulum",252045,1206020043,386,M,SC,AU,P1,NO
669,"Sree Sai Dental College and Research Institute, Srikakulum",252085,1206050209,386,M,SC,AU,P1,NO
670,"Sree Sai Dental College and Research Institute, Srikakulum",252385,1205070051,386,F,SC,AU,P1,NO
671,"Sree Sai Dental College and Research Institute, Srikakulum",253212,1205170128,385,F,BCB,AU,P1,NO
672,"Sree Sai Dental College and Research Institute, Srikakulum",261468,1228020078,380,M,BCA,AU,P1,NO
673,"Sree Sai Dental College and Research Institute, Srikakulum",262978,1205030415,379,M,BCA,AU,P1,NO
674,"Sree Sai Dental College and Research Institute, Srikakulum",264116,1205200092,379,M,BCA,AU,P1,NO
675,"Sree Sai Dental College and Research Institute, Srikakulum",266296,1222010659,377,F,BCA,AU,P1,NO
676,"Sree Sai Dental College and Research Institute, Srikakulum",267169,1206010518,377,F,BCA,AU,P1,NO
677,"Sree Sai Dental College and Research Institute, Srikakulum",279524,1224020192,370,F,BCB,AU,P1,NO
678,"Sree Sai Dental College and Research Institute, Srikakulum",281454,1228010215,368,F,BCB,AU,P1,NO
679,"Sree Sai Dental College and Research Institute, Srikakulum",281457,1206080192,368,F,BCB,AU,P1,NO
680,"Sree Sai Dental College and Research Institute, Srikakulum",283395,1205010288,367,F,BCB,AU,P1,NO
681,"Sree Sai Dental College and Research Institute, Srikakulum",284914,1205060094,366,F,BCB,AU,P1,NO
682,"Sree Sai Dental College and Research Institute, Srikakulum",284950,1222010189,366,M,BCB,AU,P1,NO
683,"Sree Sai Dental College and Research Institute, Srikakulum",289058,1205080261,364,F,BCE,AU,P1,NO
684,"Sree Sai Dental College and Research Institute, Srikakulum",389874,1205140310,313,F,ST,AU,P1,NO
685,"Sree Sai Dental College and Research Institute, Srikakulum",391720,1208010419,312,F,ST,AU,P1,NO
686,"Sree Sai Dental College and Research Institute, Srikakulum",398472,1205030519,309,F,ST,AU,P1,NO
687,"Sree Sai Dental College and Research Institute, Srikakulum",712204,1222030025,201,M,BCA,AU,P1,NO
688,"St. Joseph Dental College, Eluru",126848,1205120271,482,F,BCC,AU,P1,NO
689,"St. Joseph Dental College, Eluru",167698,1201070198,446,M,OC,AU,P1,NO
690,"St. Joseph Dental College, Eluru",172837,1205050218,442,F,OC,AU,P1,NO
691,"St. Joseph Dental College, Eluru",172867,1206080385,442,F,BCD,AU,P1,NO
692,"St. Joseph Dental College, Eluru",173012,1201110151,442,M,OC,AU,P1,NO
693,"St. Joseph Dental College, Eluru",176427,1205250240,439,F,OC,AU,P1,NO
694,"St. Joseph Dental College, Eluru",177233,1220060230,439,F,OC,AU,P1,NO
695,"St. Joseph Dental College, Eluru",180799,1203020770,436,M,BCA,SVU,P1,NO
696,"St. Joseph Dental College, Eluru",185416,1219040042,432,M,BCE,SVU,P1,NO
697,"St. Joseph Dental College, Eluru",187352,1205210363,431,F,BCB,AU,P1,NO
698,"St. Joseph Dental College, Eluru",187365,1205110023,431,F,BCC,AU,P1,NO
699,"St. Joseph Dental College, Eluru",194903,1206030584,425,F,BCD,AU,P1,NO
700,"St. Joseph Dental College, Eluru",196553,1206150201,424,F,BCA,AU,P1,NO
701,"St. Joseph Dental College, Eluru",198640,1205130009,422,M,SC,SVU,P1,NO
702,"St. Joseph Dental College, Eluru",203157,1205100381,419,M,BCA,AU,P1,NO
703,"St. Joseph Dental College, Eluru",206112,1209010476,417,F,BCA,AU,P1,NO
704,"St. Joseph Dental College, Eluru",208596,4204040237,415,F,BCB,AU,P1,NO
705,"St. Joseph Dental College, Eluru",212611,1216010437,412,F,BCD,AU,P1,NO
706,"St. Joseph Dental College, Eluru",213828,1206040391,411,F,BCD,AU,P1,NO
707,"St. Joseph Dental College, Eluru",218997,1205170129,408,F,BCB,AU,P1,NO
708,"St. Joseph Dental College, Eluru",221012,1205210221,406,F,BCE,AU,P1,NO
709,"St. Joseph Dental College, Eluru",221024,1201090097,406,F,BCA,AU,P1,NO
710,"St. Joseph Dental College, Eluru",225007,1206070051,404,M,BCD,AU,P1,NO
711,"St. Joseph Dental College, Eluru",227574,1206050535,402,F,BCD,AU,P1,NO
712,"St. Joseph Dental College, Eluru",228027,1205250203,402,M,BCD,AU,P1,NO
713,"St. Joseph Dental College, Eluru",228559,1220050003,401,F,SC,AU,P1,NO
714,"St. Joseph Dental College, Eluru",230153,1205030645,400,F,BCB,AU,P1,NO
715,"St. Joseph Dental College, Eluru",231465,1205120075,399,F,BCB,AU,P1,NO
716,"St. Joseph Dental College, Eluru",231487,1205110236,399,F,BCB,AU,P1,NO
717,"St. Joseph Dental College, Eluru",231966,1205150219,399,F,SC,AU,P1,NO
718,"St. Joseph Dental College, Eluru",232468,1205070119,399,F,BCD,AU,P1,NO
719,"St. Joseph Dental College, Eluru",234523,1222020106,397,F,SC,AU,P1,NO
720,"St. Joseph Dental College, Eluru",235203,1206030153,397,F,BCD,AU,P1,NO
721,"St. Joseph Dental College, Eluru",235687,1205170157,397,M,SC,AU,P1,NO
722,"St. Joseph Dental College, Eluru",236642,1205040426,396,F,SC,AU,P1,NO
723,"St. Joseph Dental College, Eluru",242537,1216030386,392,M,SC,AU,P1,NO
724,"St. Joseph Dental College, Eluru",245291,1205090419,390,F,SC,AU,P1,NO
725,"St. Joseph Dental College, Eluru",245373,1222010175,390,M,SC,AU,P1,NO
726,"St. Joseph Dental College, Eluru",246345,1206010664,390,F,SC,AU,P1,NO
727,"St. Joseph Dental College, Eluru",246743,1227020035,389,M,SC,AU,P1,NO
728,"St. Joseph Dental College, Eluru",246898,1216020066,389,M,BCB,AU,P1,NO
729,"St. Joseph Dental College, Eluru",247288,1228040084,389,F,SC,AU,P1,NO
730,"St. Joseph Dental College, Eluru",252143,1205220195,386,F,BCB,AU,P1,NO
731,"St. Joseph Dental College, Eluru",253441,1224020429,385,F,BCB,AU,P1,NO
732,"St. Joseph Dental College, Eluru",268428,1204050342,376,F,BCB,AU,P1,NO
733,"St. Joseph Dental College, Eluru",271657,1205270336,374,F,BCB,AU,P1,NO
734,"St. Joseph Dental College, Eluru",349375,1201060372,332,M,ST,AU,P1,NO
735,"St. Joseph Dental College, Eluru",364042,1222010632,325,F,ST,AU,P1,NO
736,"St. Joseph Dental College, Eluru",368080,1222040263,323,M,ST,AU,P1,NO
737,"Vishnu Dental College, Bhimavaram",64605,1228020170,549,M,OC,AU,P1,NO
738,"Vishnu Dental College, Bhimavaram",69371,1228010241,543,F,OC,AU,P1,NO
739,"Vishnu Dental College, Bhimavaram",75256,1204080175,536,M,OC,SVU,P1,NO
741,"Vishnu Dental College, Bhimavaram",96514,1205150354,513,F,OC,AU,P1,NO
742,"Vishnu Dental College, Bhimavaram",96816,1205020527,512,M,BCD,AU,P1,NO
743,"Vishnu Dental College, Bhimavaram",98753,1206020298,510,F,BCD,AU,P1,NO
744,"Vishnu Dental College, Bhimavaram",102308,1228020117,506,F,OC,AU,P1,NO
745,"Vishnu Dental College, Bhimavaram",112400,1208020009,496,M,OC,AU,P1,NO
746,"Vishnu Dental College, Bhimavaram",113225,1214010298,495,F,OC,AU,P1,NO
747,"Vishnu Dental College, Bhimavaram",115619,1228040227,493,M,BCD,AU,P1,NO
748,"Vishnu Dental College, Bhimavaram",117183,1206110307,492,F,BCD,AU,P1,NO
749,"Vishnu Dental College, Bhimavaram",117241,1228040011,491,F,OC,AU,P1,NO
750,"Vishnu Dental College, Bhimavaram",117250,1224050264,491,F,OC,AU,P1,NO
751,"Vishnu Dental College, Bhimavaram",118644,1205040636,490,M,OC,AU,P1,NO
752,"Vishnu Dental College, Bhimavaram",118650,1228010097,490,F,OC,AU,P1,NO
753,"Vishnu Dental College, Bhimavaram",119095,1201070106,490,M,BCC,AU,P1,NO
754,"Vishnu Dental College, Bhimavaram",120815,1205150020,488,M,BCA,AU,P1,NO
755,"Vishnu Dental College, Bhimavaram",122513,1206050176,486,M,BCD,AU,P1,NO
756,"Vishnu Dental College, Bhimavaram",123552,1205210274,485,F,BCD,AU,P1,NO
757,"Vishnu Dental College, Bhimavaram",124914,1224040076,484,M,BCB,AU,P1,NO
758,"Vishnu Dental College, Bhimavaram",125870,1206100021,483,F,BCA,AU,P1,NO
759,"Vishnu Dental College, Bhimavaram",127926,1206030572,481,F,BCD,AU,P1,NO
760,"Vishnu Dental College, Bhimavaram",130017,1220030122,479,M,BCA,AU,P1,NO
761,"Vishnu Dental College, Bhimavaram",133295,1206090282,476,F,BCD,AU,P1,NO
762,"Vishnu Dental College, Bhimavaram",135365,1201020124,474,F,BCA,AU,P1,NO
763,"Vishnu Dental College, Bhimavaram",143306,1220070286,467,F,BCD,AU,P1,NO
764,"Vishnu Dental College, Bhimavaram",148092,1206150014,463,F,BCD,AU,P1,NO
765,"Vishnu Dental College, Bhimavaram",148623,1205010939,462,M,BCD,AU,P1,NO
766,"Vishnu Dental College, Bhimavaram",151071,1228020056,460,F,BCD,AU,P1,NO
767,"Vishnu Dental College, Bhimavaram",153489,1206060015,458,F,BCA,AU,P1,NO
768,"Vishnu Dental College, Bhimavaram",154599,1205030738,457,F,BCA,AU,P1,NO
769,"Vishnu Dental College, Bhimavaram",163632,1206020037,450,F,BCB,AU,P1,NO
770,"Vishnu Dental College, Bhimavaram",165223,1228040064,448,F,BCB,AU,P1,NO
771,"Vishnu Dental College, Bhimavaram",165717,1206030132,448,F,BCB,AU,P1,NO
772,"Vishnu Dental College, Bhimavaram",170074,1216030403,444,F,BCB,AU,P1,NO
773,"Vishnu Dental College, Bhimavaram",175419,1206090287,440,F,BCB,AU,P1,NO
774,"Vishnu Dental College, Bhimavaram",177662,1206050114,438,F,SC,AU,P1,NO
775,"Vishnu Dental College, Bhimavaram",184064,1219040292,433,F,BCE,SVU,P1,NO
776,"Vishnu Dental College, Bhimavaram",185510,1224050091,432,F,BCB,AU,P1,NO
777,"Vishnu Dental College, Bhimavaram",199026,1201060223,422,M,SC,AU,P1,NO
778,"Vishnu Dental College, Bhimavaram",201612,1206160037,420,M,SC,AU,P1,NO
779,"Vishnu Dental College, Bhimavaram",212628,1205110310,412,F,SC,AU,P1,NO
780,"Vishnu Dental College, Bhimavaram",213898,1205160450,411,F,BCE,AU,P1,NO
781,"Vishnu Dental College, Bhimavaram",216703,1206080244,409,F,SC,AU,P1,NO
782,"Vishnu Dental College, Bhimavaram",219551,1205020915,407,F,SC,AU,P1,NO
783,"Vishnu Dental College, Bhimavaram",220786,1201110047,407,M,SC,AU,P1,NO
784,"Vishnu Dental College, Bhimavaram",280575,4220010150,369,F,ST,OU,P1,NO
785,"Vishnu Dental College, Bhimavaram",378884,1206080158,318,F,ST,AU,P1,NO
786,"Vishnu Dental College, Bhimavaram",379271,1222010109,318,F,ST,AU,P1,NO
787,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",109936,1206110326,499,F,BCD,AU,P2,NO
788,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",126937,1206090428,482,M,BCD,AU,P2,NO
789,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",145929,1206010316,465,M,BCA,AU,P2,NO
790,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",156172,1206080046,456,F,BCD,AU,P2,NO
791,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",157039,1203010884,455,F,BCA,SVU,P2,NO
792,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",160583,1205060189,452,M,OC,AU,P1,NO
793,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",166902,1206160017,447,F,BCD,AU,P2,NO
794,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",177290,1206090191,439,F,BCD,AU,P2,NO
795,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",185537,1206010685,432,F,BCD,AU,P2,NO
796,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",193993,1229050097,426,F,BCD,AU,P2,NO
797,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",199843,1204030497,421,M,BCB,SVU,P1,NO
798,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",201411,1216010322,420,F,BCD,AU,P2,NO
799,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",211074,1205090474,413,F,SC,AU,P2,NO
800,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",218223,1201020307,408,M,BCB,AU,P2,NO
801,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",219154,1219030347,408,M,OC,AU,P2,NO
802,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",220193,1208010071,407,F,OC,AU,P2,NO
803,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",222585,1201010226,405,F,BCD,AU,P2,NO
804,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",224291,1209010258,404,F,OC,AU,P2,NO
805,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",224752,1205120034,404,F,OC,AU,P2,NO
806,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",224892,1225030048,404,F,SC,AU,P2,NO
807,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",225554,1206040287,403,F,BCD,AU,P2,NO
808,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",225772,1206070363,403,F,OC,AU,P2,NO
809,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",226129,1216030441,403,F,BCB,AU,P2,NO
810,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",227365,1206030067,402,F,BCD,AU,P2,NO
811,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",228477,1206010768,401,M,BCB,AU,P1,NO
812,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",228853,1204060150,401,M,BCA,SVU,P2,NO
813,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",235203,1206030153,397,F,BCD,AU,P2,NO
814,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",235845,1205090292,396,M,SC,AU,P2,NO
815,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",237857,1206040214,395,F,BCD,AU,P2,NO
816,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",243639,1206160431,391,F,BCD,AU,P2,NO
817,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",248383,1201020206,388,F,BCB,AU,P1,NO
819,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",250785,1206150134,387,F,BCD,AU,P2,NO
820,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",253212,1205170128,385,F,BCB,AU,P2,NO
821,"Anil NeeruKonda Institute of Dental Sciences, Visakhapatnam",261734,1206030289,380,M,SC,AU,P2,NO
